,titre,budget,duree,entrees_fr,franchise,genres,pegi_fr,pegi_usa,entrees_usa,salles_fr,studio,estimation,is_compositeur,annee,origine
2929,the neon demon,7000000,117,70316,0,thriller, Moins de 12 ans ,R,606594.0,221,le pacte,,0,2016,etats-unis
2930,the nice guys,50000000,115,80135,0,thriller, Tous publics ,R,11203270.0,350,europacorp,,0,2016,etats-unis
2931,the northman,90000000,140,137676,0,aventure - action, Moins de 12 ans ,R,12290800.0,351,universal,,0,2022,etats-unis
2932,the november man,15000000,108,103492,0,aventure - action, Tous publics ,R,7911597.0,246,paramount,,0,2014,etats-unis
2933,the one,70000000,85,264342,0,aventure - action,,PG,19112404.0,361,columbia,,0,2001,etats-unis
2934,the operative,700000,116,95246,0,thriller, Tous publics ,,,276,le pacte,,0,2019,Autre
2935,the passenger,30000000,105,277629,0,thriller, Tous publics ,PG,13701452.0,389,studiocanal,,0,2018,etats-unis
2936,the patriot - le chemin de la liberté,80000000,160,442823,0,aventure - action, Tous publics ,R,22413710.0,591,columbia,,1,2000,etats-unis
2937,the place beyond the pines,15000000,140,256049,0,thriller, Tous publics ,R,4917545.0,197,studiocanal,,0,2013,etats-unis
2938,the pledge,45000000,124,180329,0,drame, Moins de 12 ans ,R,5765347.0,190,warner bros.,,1,2001,etats-unis
2939,the punisher,33000000,124,109165,0,comicbook, Moins de 16 ans ,R,13834527.0,247,columbia,,0,2004,etats-unis
2940,the queen,11600000,97,308469,0,drame,,PG,2201664.0,212,pathé,,1,2006,Autre
2941,the reader,40000000,122,227454,0,romance, Tous publics ,R,1346742.0,285,snd,,0,2009,etats-unis
2942,the revenant,135000000,151,1409177,0,aventure - action, Moins de 12 ans ,R,39826840.0,540,20th century fox,,0,2016,etats-unis
2943,the rover,12250000,103,33955,0,science fiction, Moins de 12 ans ,R,481214.0,127,metropolitan,,0,2014,Autre
2944,the ryan initiative,60000000,100,258323,0,thriller, Tous publics ,PG,15451981.0,397,paramount,,0,2014,etats-unis
2945,the salvation,10500000,92,53487,0,western, Tous publics ,R,4651.0,124,jour2fête,,0,2014,Autre
2946,the score,68000000,123,271668,0,aventure - action, Tous publics ,R,19018807.0,349,pathé,,1,2001,etats-unis
2947,the secret,18200000,106,208628,0,thriller, Moins de 12 ans ,,,214,snd,,0,2012,etats-unis
2948,the shadow,40000000,110,78816,0,comicbook,,PG,11713845.0,174,uip,,1,1994,etats-unis
2949,"the skulls, société secrète",15000000,110,116981,0,thriller,,PG,11034885.0,340,ufd,,0,2000,etats-unis
2950,the social network,50000000,120,484432,0,comédie dramatique, Tous publics ,PG,22445653.0,342,sony pictures,,0,2010,etats-unis
2951,the suicide squad,185000000,132,256516,0,comicbook, Tous publics ,R,26205415.0,478,warner bros.,,0,2021,etats-unis
2952,the tailor of panama,18000000,109,140875,0,aventure - action, Tous publics ,R,1837068.0,132,columbia,,0,2001,etats-unis
2953,the tale of tales,10914620,120,68182,0,fantasy, Tous publics ,,8871.0,194,le pacte,,1,2015,Autre
2954,the tourist,100000000,103,316258,0,thriller, Tous publics ,PG,16472458.0,568,studiocanal,,1,2010,etats-unis
2955,the town,37000000,123,320144,0,thriller, Tous publics ,R,23808032.0,292,warner bros.,,0,2010,etats-unis
2956,the tree of life,32000000,138,52956,0,drame, Tous publics ,PG,372920.0,303,europacorp,,1,2011,Autre
2957,the truman show,60000000,103,576568,0,comédie,,PG,31542121.0,389,uip,,0,1998,etats-unis
2958,the walk – rêver plus haut,35000000,123,97261,0,drame, Tous publics ,PG,3719177.0,463,sony pictures,,1,2015,etats-unis
2959,the watcher,33000000,97,222602,0,thriller, Tous publics ,R,9062295.0,367,capitol films,,0,2000,etats-unis
2960,the whale,3000000,117,65064,0,drame, Tous publics ,R,360000.0,230,arp selection,,0,2023,etats-unis
2961,the wild,80000000,94,142476,0,animation, Tous publics ,G,9684809.0,498,walt disney pictures,,1,2006,etats-unis
2962,the wolverine : le combat de l'immortel,120000000,128,1029033,0,comicbook, Tous publics ,PG,53113752.0,689,20th century fox,,0,2013,etats-unis
2963,the woman king,50000000,144,100875,0,aventure - action, Tous publics ,PG,19051442.0,294,sony pictures,,0,2022,etats-unis
2964,the women,16500000,114,61459,0,comédie, Tous publics ,PG,10115121.0,132,tfm distribution,,0,2009,etats-unis
2965,the wrestler,7000000,109,137742,0,drame, Tous publics ,R,2313149.0,107,mars distribution,,0,2009,etats-unis
2966,the zero theorem,10338212,107,40523,0,science fiction, Tous publics ,,83803.0,100,wild side,,0,2014,etats-unis
2967,there will be blood,25000000,158,180519,0,drame, Tous publics ,R,4869383.0,120,walt disney pictures,,0,2008,etats-unis
2968,this must be the place,22400584,118,71045,0,drame, Tous publics ,R,7754.0,151,arp selection,,0,2011,france
2969,thomas crown,60000000,105,324195,0,aventure - action, Tous publics ,R,14600719.0,376,uip,,0,1999,etats-unis
2970,thor,150000000,114,895181,1,comicbook, Tous publics ,PG,65723338.0,608,paramount,,0,2011,etats-unis
2971,thor : le monde des ténèbres,170000000,112,1159433,1,comicbook, Tous publics ,PG,85737841.0,609,walt disney pictures,,1,2013,etats-unis
2972,thor : ragnarok,180000000,131,1140386,1,comicbook, Tous publics ,PG,122744989.0,618,walt disney pictures,,0,2017,etats-unis
2973,thor: love and thunder,250000000,119,1150926,1,comicbook, Tous publics ,PG,144165107.0,638,walt disney pictures,,0,2022,etats-unis
2974,three days to kill,28000000,117,186899,0,aventure - action, Tous publics ,PG,12242218.0,471,europacorp,,0,2014,etats-unis
2975,thérapie de couples,70000000,107,80771,0,comédie, Tous publics ,PG,34286740.0,130,universal,,0,2010,etats-unis
2976,thérèse desqueyroux (2012),10201788,110,228534,0,drame, Tous publics ,,20050.0,351,ugc distribution,,0,2012,france
2977,ticket to paradise,60000000,104,176153,0,romance, Tous publics ,PG,16509095.0,417,universal,,0,2022,etats-unis
2978,tigre et dragon,15000000,119,501743,0,aventure - action, Tous publics ,PG,8647295.0,338,warner bros.,,0,2000,Autre
2979,time out,40000000,109,441450,0,science fiction, Tous publics ,PG,12050368.0,321,20th century fox,,0,2011,etats-unis
2980,tin cup,45000000,135,113972,0,romance, Tous publics ,R,10128834.0,245,warner bros.,,0,1996,etats-unis
2981,tirailleurs,12100000,100,456751,0,drame, Tous publics ,,,554,gaumont,,1,2023,france
2982,titan a.e.,75000000,86,89534,0,animation, Tous publics ,PG,9376845.0,91,ufd,,0,2000,etats-unis
2983,titane,7430000,108,88523,0,drame, Moins de 16 ans ,R,533397.0,199,diaphana,,0,2021,france
2984,titanic,200000000,194,1743419,0,drame, Tous publics ,PG,28638131.0,564,ufd,,1,1998,etats-unis
2985,titanic (25th anniversary),200000000,194,242859,0,drame, Tous publics ,PG,6714684.0,252,walt disney pictures,,1,2023,etats-unis
2986,titanic (3d),18000000,194,498212,0,drame, Tous publics ,PG,17285453.0,331,ufd,,1,2012,etats-unis
2987,toi et moi... et dupree,54000000,108,49993,0,romance, Tous publics ,PG,21525560.0,96,uip,,0,2006,etats-unis
2988,tolérance zéro,46000000,86,45346,0,aventure - action, Moins de 12 ans ,PG,15501114.0,114,ufd,,0,2004,etats-unis
2989,tom et jerry,79000000,101,249620,0,animation, Tous publics ,PG,14112629.0,502,warner bros.,,0,2021,etats-unis
2990,tomb raider,94000000,122,667523,0,aventure - action, Tous publics ,PG,23633317.0,553,warner bros.,,0,2018,etats-unis
2991,tombstone,31000000,130,49794,0,western,,R,6454752.0,96,,,0,1994,etats-unis
2992,tonnerre sous les tropiques,92000000,107,249246,0,comédie, Tous publics ,R,25812796.0,297,paramount,,0,2008,etats-unis
2993,top cops,30000000,110,111144,0,comédie, Tous publics ,R,18211126.0,278,warner bros.,,0,2010,etats-unis
2994,top gun : maverick,152000000,131,1529608,1,aventure - action, Tous publics ,PG,126707459.0,790,paramount,,1,2022,etats-unis
2995,"torque, le route s'enflamme",40000000,90,123632,0,aventure - action,,PG,9970557.0,195,warner bros.,,0,2004,etats-unis
2996,total recall - mémoires programmées,125000000,121,551476,0,science fiction, Tous publics ,PG,25577758.0,524,sony pictures,,0,2012,etats-unis
2997,tournée,3520000,111,172154,0,comédie, Tous publics ,,,159,le pacte,,0,2010,france
2998,tous en scène,75000000,110,805197,0,animation, Tous publics ,PG,35258145.0,690,universal,,0,2017,etats-unis
2999,tous en scène 2,85000000,110,1173587,0,animation, Tous publics ,PG,22326230.0,801,universal,,0,2021,etats-unis
3000,tous les espoirs sont permis,30000000,99,127872,0,comédie dramatique, Tous publics ,PG,14650121.0,282,metropolitan,,0,2012,etats-unis
3001,tout l'argent du monde,50000000,135,182875,0,thriller, Tous publics ,R,5584684.0,325,metropolitan,,0,2017,etats-unis
3002,tout le monde aime jeanne,164479,95,63691,0,comédie dramatique, Tous publics ,,,195,diaphana,,0,2022,france
3003,tout le monde debout,10020000,107,897452,0,comédie, Tous publics ,,,523,gaumont,,0,2018,france
3004,tout le monde dit i love you,20000000,101,462471,0,comédie, Tous publics ,R,1506002.0,258,bac films,,0,1997,etats-unis
3005,tout peut arriver,80000000,133,306942,0,comédie,,PG,16064723.0,337,warner bros.,,1,2004,etats-unis
3006,tout pour plaire,5312910,105,489073,0,comédie,,,,318,diaphana,,0,2005,france
3007,tout sur ma mère,4790000,100,314417,0,drame, Tous publics ,R,310696.0,161,pathé,,0,1999,Autre
3008,tout s’est bien passé,6690000,112,100494,0,comédie dramatique, Tous publics ,,,360,diaphana,,0,2021,france
3009,"tout va bien, the kids are all right",4000000,106,42492,0,comédie dramatique, Tous publics ,R,3525585.0,101,ugc distribution,,0,2010,etats-unis
3010,tout... sauf en famille,80000000,82,162239,0,comédie, Tous publics ,PG,31069826.0,208,metropolitan,,0,2008,etats-unis
3011,toute première fois,5440000,90,223817,0,comédie, Tous publics ,,,274,gaumont,,0,2015,france
3012,toy story,30000000,81,496820,1,animation, Tous publics ,G,29140617.0,455,gbvi,,0,1996,etats-unis
3013,toy story 2,90000000,92,926962,1,animation, Tous publics ,G,57388839.0,633,gbvi,,0,2000,etats-unis
3014,toy story 3,200000000,103,1276905,1,animation, Tous publics ,G,110307189.0,735,walt disney pictures,,0,2010,etats-unis
3015,toy story 4,200000000,100,1505679,1,animation, Tous publics ,G,120908065.0,677,walt disney pictures,,0,2019,etats-unis
3016,trader,12800000,101,63310,0,thriller, Tous publics ,,,107,capitol films,,0,2000,Autre
3017,traffic,50000000,147,477351,0,drame, Tous publics ,R,15517549.0,424,bac films,,0,2001,etats-unis
3018,trahison,22000000,110,35840,0,thriller, Tous publics ,PG,7868465.0,142,paramount,,0,2009,etats-unis
3019,train de vie,5200000,103,69441,0,drame,,,,79,ab films,,0,1998,france
3020,training day,45000000,121,245701,0,aventure - action, Moins de 12 ans ,R,22550788.0,232,warner bros.,,0,2001,etats-unis
3021,trainspotting,3500000,93,188577,0,comédie, Moins de 16 ans ,R,1402441.0,177,polygram,,0,1996,Autre
3022,trance,20000000,95,124297,0,thriller, Tous publics ,R,896608.0,195,pathé,,0,2013,Autre
3023,transcendance,100000000,119,411082,0,science fiction, Tous publics ,PG,10886386.0,486,warner bros.,,0,2014,etats-unis
3024,transformers,150000000,144,956475,1,science fiction, Tous publics ,PG,70502384.0,872,paramount,,0,2007,etats-unis
3025,transformers 3 - la face cachée de la lune,195000000,150,1315020,1,science fiction, Tous publics ,PG,97852865.0,760,paramount,,0,2011,etats-unis
3026,transformers : l'âge de l'extinction,210000000,166,1215124,1,aventure - action, Tous publics ,PG,100038390.0,890,paramount,,0,2014,etats-unis
3027,transformers: la revanche,200000000,144,1115888,1,science fiction, Tous publics ,PG,108966307.0,763,paramount,,0,2009,etats-unis
3028,transformers: rise of the beasts,195000000,117,451052,1,science fiction, Tous publics ,PG,61045464.0,640,paramount,,0,2023,etats-unis
3029,transformers: the last knight,217000000,149,810533,1,science fiction, Tous publics ,PG,44680073.0,815,paramount,,0,2017,etats-unis
3030,traque sur internet,23000000,114,182102,0,thriller, Tous publics ,PG,10037745.0,130,columbia,,0,1995,etats-unis
3031,traque à boston,45000000,130,37359,0,drame, Moins de 12 ans ,R,11613765.0,160,metropolitan,,0,2017,etats-unis
3032,traqué,55000000,95,118026,0,aventure - action, Moins de 12 ans ,R,13482638.0,234,ctv international,,1,2003,etats-unis
3033,travaux on sait quand ça commence,4690000,95,184154,0,comédie,,,,241,pyramide,,0,2005,france
3034,treize jours,80000000,145,66816,0,thriller,,PG,11919279.0,137,metropolitan,,0,2001,etats-unis
3035,treize à la douzaine,40000000,99,151521,1,film familial, Tous publics ,PG,27557647.0,248,ufd,,0,2004,etats-unis
3036,triple 9,20000000,115,163624,0,thriller, Moins de 12 ans ,R,6109085.0,240,mars distribution,,0,2016,etats-unis
3037,triple alliance,40000000,109,214548,0,comédie, Tous publics ,PG,24763752.0,387,20th century fox,,0,2014,etats-unis
3038,troie,150000000,155,813201,0,péplum, Tous publics ,R,46865412.0,743,warner bros.,,1,2004,etats-unis
3039,trois mille ans à t’attendre,60000000,108,95617,0,science fiction, Tous publics ,R,2919717.0,417,metropolitan,,0,2022,Autre
3040,trois enterrements,15000000,121,201751,0,drame,,R,23859.0,252,europacorp,,0,2005,etats-unis
3041,trois jours et une vie,7200000,120,56258,0,drame, Tous publics ,,,197,gaumont,,0,2019,france
3042,trois souvenirs de ma jeunesse,3936497,120,84181,0,drame, Tous publics ,R,26847.0,199,le pacte,,0,2015,france
3043,tromperie,85938,105,41734,0,drame,,,,157,le pacte,,0,2021,france
3044,tron l'héritage,170000000,125,475032,0,science fiction, Tous publics ,PG,44026211.0,569,walt disney pictures,,0,2011,etats-unis
3045,trop loin pour toi,32000000,97,125234,0,romance, Tous publics ,R,6884964.0,238,warner bros.,,0,2010,etats-unis
3046,trouble jeu,30000000,96,181221,0,thriller,,R,21959233.0,301,20th century fox,,0,2005,etats-unis
3047,true grit,38000000,110,605267,0,western, Tous publics ,PG,24830443.0,404,paramount,,0,2011,etats-unis
3048,true lies,100000000,144,590566,0,aventure - action, Tous publics ,R,25869770.0,462,20th century fox,,0,1994,etats-unis
3049,true romance,12500000,120,107891,0,thriller, Moins de 16 ans ,R,4023420.0,118,metropolitan,,1,1993,etats-unis
3050,truman capote,7000000,114,110345,0,drame,,R,2291075.0,78,gaumont sony,,0,2006,etats-unis
3051,truth : le prix de la vérité,9600000,121,59310,0,drame, Tous publics ,R,875935.0,179,warner bros.,,1,2016,etats-unis
3052,tu ne tueras point,40000000,131,216473,0,guerre, Moins de 12 ans ,R,15190758.0,274,metropolitan,,0,2016,etats-unis
3053,tu veux ou tu veux pas,10670501,87,431620,0,comédie, Tous publics ,,,428,warner bros.,,0,2014,france
3054,tueurs-nés,35000000,118,157900,0,aventure - action, Moins de 16 ans ,R,11166687.0,150,warner bros.,,0,1994,etats-unis
3055,turbo,135000000,96,687807,0,animation, Tous publics ,PG,21312625.0,664,20th century fox,,0,2013,etats-unis
3056,twelve,5000000,98,97393,0,thriller, Tous publics ,R,110238.0,138,gaumont,,0,2010,etats-unis
3057,twelve years a slave,20000000,133,375305,0,drame, Tous publics ,R,6675731.0,207,mars distribution,,1,2014,etats-unis
3058,twilight - chapitre 2 : tentation,50000000,130,2318559,1,fantasy, Tous publics ,PG,142839137.0,755,snd,,1,2009,etats-unis
3059,twilight - chapitre 3 : hésitation,65000000,124,2001000,1,fantasy, Tous publics ,PG,64832191.0,765,snd,,1,2010,etats-unis
3060,twilight - chapitre 4 : révélation,127000000,117,2018771,1,fantasy, Tous publics ,PG,138122261.0,759,snd,,0,2011,etats-unis
3061,twilight - chapitre 5 : révélation 2e partie,120000000,116,2409923,1,fantasy, Tous publics ,PG,141067634.0,823,snd,,0,2012,etats-unis
3062,twister,92000000,113,1078707,0,catastrophe, Tous publics ,PG,41059405.0,509,uip,,0,1996,etats-unis
3063,two lovers,12000000,110,239193,0,drame, Tous publics ,R,94986.0,229,wild bunch,,0,2008,etats-unis
3064,u-571,62000000,116,175832,0,guerre, Tous publics ,PG,19553310.0,500,bac films,,0,2000,etats-unis
3065,"u-turn, ici commence l'enfer",19000000,124,120209,0,thriller, Moins de 12 ans ,R,2730440.0,120,columbia,,1,1998,etats-unis
3066,u.s. marshals,60000000,131,269144,1,aventure - action, Tous publics ,PG,16863988.0,398,warner bros.,,1,1998,etats-unis
3067,uss alabama,53000000,115,268231,0,aventure - action, Tous publics ,R,18612190.0,353,gbvi,,1,1995,etats-unis
3068,ultime décision,61500000,136,209801,0,aventure - action, Tous publics ,R,12069780.0,202,warner bros.,,1,1996,etats-unis
3069,ultraviolet,30000000,88,33835,0,aventure - action, Tous publics ,PG,9064880.0,95,gaumont sony,,0,2006,etats-unis
3070,un amour impossible,7500000,135,95480,0,drame, Tous publics ,,,199,le pacte,,0,2018,france
3071,un américain bien tranquille,30000000,100,30883,0,drame,,R,1237352.0,57,,,0,2003,etats-unis
3072,un grand mariage,35000000,89,99788,0,comédie, Tous publics ,R,7591663.0,264,metropolitan,,0,2013,etats-unis
3073,un homme très recherché,15000000,121,107724,0,thriller, Tous publics ,R,3240980.0,200,mars distribution,,0,2014,etats-unis
3074,un peuple et son roi,16900000,121,133296,0,drame,,,,313,studiocanal,,0,2018,france
3075,un plan parfait,26269540,104,609755,0,comédie, Tous publics ,,,581,universal,,0,2012,france
3076,un prophète,12480000,149,333422,0,drame, Moins de 12 ans ,R,163773.0,294,ugc distribution,,1,2009,france
3077,un triomphe,3500000,105,143968,0,comédie dramatique, Tous publics ,,,546,memento films,,0,2021,france
3078,un village presque parfait,7172497,98,233221,0,comédie, Tous publics ,,,274,snd,,0,2015,france
3079,un amour d'hiver,60000000,129,51385,0,romance, Tous publics ,PG,7297694.0,94,warner bros.,,1,2014,etats-unis
3080,un amour de jeunesse,4090000,110,36171,0,drame, Tous publics ,,21077.0,62,films du losange,,0,2011,france
3081,un amour à new york,28000000,87,144404,0,romance,,PG,13309241.0,196,mars distribution,,1,2002,etats-unis
3082,un automne à new-york,40000000,103,401280,0,romance, Tous publics ,PG,10987006.0,346,snd,,0,2000,etats-unis
3083,un bonheur n'arrive jamais seul,15670729,109,546052,0,romance, Tous publics ,,,499,pathé,,0,2012,france
3084,un conte de noël,6274388,150,142865,0,comédie dramatique, Tous publics ,,63837.0,102,bac films,,0,2008,france
3085,un couple presque parfait,25000000,107,214997,0,comédie,,PG,5870387.0,300,gbvi,,0,2000,etats-unis
3086,un couteau dans le coeur,3400000,100,27235,0,thriller, Moins de 12 ans ,,,89,memento films,,0,2018,france
3087,un cri dans l'océan,45000000,106,228630,0,thriller,,R,4737793.0,151,gbvi,,1,1998,etats-unis
