titre,genres,langue,pays,pegi,duree,annee,director_x,scenaristes,casting_principal,casting_complet,actors,director_y,entrees_fr,nationalite,semaine_fr,studio,title,titre_original,continent
los fuertes,"['Drame', 'Romantique']",['Espagnol'],Chili,Unrated,98,2019,Omar Zúñiga,Omar Zúñiga,"['Omar Zúñiga', 'Omar Zúñiga', 'Casting principal']","['Samuel González', 'Antonio Altamirano', 'Marcela Salinas', 'Gabriela Fernández', 'Rafael Contreras', 'Domingo Araya B.', 'Nicolás Corales', 'Luis Montoya', 'Vanessa Ramos', 'Rodrigo Catalán', 'Valentina Wetzel', 'Pablo De Vico', 'Karla Triviños', 'Alfredo Erlwein', 'Jorge Quagliaroli', 'Nicomedes Villanueva']","Samuel González,Antonio Altamirano,Marcela Salinas","Omar Zúñiga Hidalgo,Omar Zúñiga Hidalgo",1715,chili,04/05/2022,optimale distribution,los fuertes,pas de titre original,Amérique du Sud
je tremble ô matador,"['Drame', 'Historique', 'Romantique']",['Espagnol'],Chili,,93,2020,Rodrigo Sepúlveda,Rodrigo Sepúlveda,"['Rodrigo Sepúlveda', 'Scénario', 'Pedro Lemebel']","['Alfredo Castro', 'Leonardo Ortizgris', 'Julieta Zylberberg', 'Amparo Noguera', 'Luis Gnecco', 'Sergio Hernández', 'Ezequiel Díaz', 'Paulina Urrutia', 'Gastón Salgado', 'Erto Pantoja', 'Víctor Montero', 'Jaime Leiva', 'Daniel Antivilo', 'Marcelo Alonso', 'Pedro Fontaine', 'Manuel Peña', 'Marcelo Alarcón', 'Nathalie Avilés']","Alfredo Castro,Leonardo Ortizgris,Julieta Zylberberg","Rodrigo Sepúlveda,Rodrigo Sepúlveda",5652,chili,15/06/2022,outplay films,je tremble ô matador,tengo miedo torero,Amérique du Sud
ghost therapy,['Comédie'],['Anglais'],États-Unis,,104,2022,Clay Tatum,Clay Tatum,"['Clay Tatum', 'Clay Tatum', 'Whitmer Thomas']","['Clay Tatum', 'Whitmer Thomas', 'DeMorge Brown', 'Budd Diaz', 'Christian Lee Hutson', 'Teresa Lee', 'Robert Longstreet', 'Anthony Oberbeck', 'Anna Seregina', 'Chris Thayer', 'Whitney Weir']","Clay Tatum,Whitmer Thomas,Whitney Weir","Clay Tatum,Clay Tatum,Whitmer Thomas",1371,u.s.a.,01/02/2023,damned distribution,ghost therapy,the civil dead,Amérique du Nord
estación catorce,['Drame'],['Espagnol'],Mexique,,87,2021,Diana Cardozo,Diana Cardozo,"['Diana Cardozo', 'Diana Cardozo', 'José Antonio Becerril']","['José Antonio Becerril', 'Yoshira Escárrega']","Gael Vazquez,José Antonio Becerril,Yoshira Escárrega","Diana Cardozo (II),Diana Cardozo (II)",127,mexique,09/11/2022,bobine films,estación catorce,pas de titre original,Amérique du Nord
the wastetown,['Drame'],['Persan'],Iran,,98,2022,Ahmad Bahrami,Ahmad Bahrami,"['Ahmad Bahrami', 'Ahmad Bahrami', 'Casting principal']","['Baran Kosari', 'Ali Bagheri', 'Babak Karimi', 'Behzad Dorani', 'Mohsen Mehri Deravi', 'Karim Sharahi', 'Habib Sharahi']","Baran Kosari,Ali Bagheri","Ahmad Bahrami,Ahmad Bahrami",76,iran,16/08/2023,bodega films,the wastetown,shahre khamoush,Asie
une femme indonésienne,"['Drame', 'Historique']",['Indonésien'],Indonésie,,103,2022,Kamila Andini,Kamila Andini,"['Kamila Andini', 'Scénario', 'Kamila Andini']","['Happy Salma', 'Laura Basuki', 'Arswendy Bening Swara', 'Ibnu Jamil', 'Rieke Diah Pitaloka', 'Chempa Puteri', 'Arawinda Kirana']","Happy Salma,Rieke Diah Pitaloka,Laura Basuki","Kamila Andini,Kamila Andini,Ahda Imran",5016,indonésie,21/12/2022,arp sélection,une femme indonésienne,nana,Asie
lucie perd son cheval,['Drame'],['Français'],Belgique,,81,2021,Claude Schmitz,Claude Schmitz,"['Claude Schmitz', 'Claude Schmitz', 'Casting principal']","['Lucie Debay', 'Hélène Bressiant', 'Judith Williquet', 'Nao Wielemans Debay', 'Geneviève Debay', 'Ingrid Igelnick', 'Pierre Sartenaer', 'Francis Soetens', 'Tibo Vandenborre', 'Olivier Zanotti']","Lucie Debay,Hélène Bressiant,Judith Williquet","Claude Schmitz,Claude Schmitz",596,belgique,08/02/2023,shellac,lucie perd son cheval,pas de titre original,Europe
au crépuscule,['Drame'],"['Lituanien', 'Russe']",Lituanie,,128,2019,Sharunas Bartas,Sharunas Bartas,"['Sharunas Bartas', 'Sharunas Bartas', 'Ausra Giedraityte']","['Arvydas Dapsys', 'Marius Povilas Elijas Martynenko', 'Alina Zaliukaite-Ramanauskiene', 'Salvijus Trepulis', 'Valdas Virgailis', 'Rytis Saladzius', 'Saulius Sestavickas', 'Vita Siauciunaite', 'Antanas Aleksiejunas', 'Kamile Bagdaviciute', 'Egidjius Bakas', 'Antanas Bareisis', 'Una Maria Bartaite', 'Jonas Bistrickas', 'Kestutis Caikauskas', 'Stanislav Carnockij', 'Nerijus Dudenas', 'Evgeniy Eysmont']","Marius Povilas Elijas Martinenko,Arvydas Dapsys,Alina Zaliukaite-Ramanauskiene","Sharunas Bartas,Sharunas Bartas,Ausra Giedraityte",3482,lituanie,24/11/2021,shellac,au crépuscule,sutemose,Europe
white building,['Drame'],['Khmer central'],Cambodge,,90,2021,Kavich Neang,Kavich Neang,"['Kavich Neang', 'Daniel Mattes', 'Kavich Neang']","['Piseth Chhun', 'Hout Sithorn', 'Ok Sokha', 'Chinnaro Soem', 'Sovann Tho', 'Jany Min', 'Sophearat Chan', 'Sophany Leng', 'Nareth Seng', 'Bunthoeun Tith', 'Chandalin Y.']","Piseth Chhun,Sithan Hout,Sokha Uk","Kavich Neang,Kavich Neang,Daniel Mattes",2315,cambodge,22/12/2021,les films du losange,white building,bodeng sar,Asie
la jungle est mon jardin,['Drame'],['Français'],France,,78,2022,Enrico Alexander Giordano,Enrico Alexander Giordano,"['Enrico Alexander Giordano', 'Enrico Alexander Giordano', 'Casting principal']","['Elodie Atsadé', 'Sidiki Bakaba', 'Daniel Jenny', 'Dominique Perrin', 'Nino Rocher', 'Gaia Saïd']","Elodie Atsadé,Daniel Jenny,Sidiki Bakaba","Enrico Giordano,Enrico Giordano",101,france,16/02/2022,mob productions,la jungle est mon jardin,pas de titre original,Europe
archenemy,"['Action', 'Aventure', 'Policier']",['Anglais'],États-Unis,Not Rated,90,2020,Adam Egypt Mortimer,Adam Egypt Mortimer,"['Adam Egypt Mortimer', 'Scénario', 'Adam Egypt Mortimer']","['Jessica Allain', 'Mac Brandt', 'Skylan Brooks', 'Kieran Gallagher', 'Zolee Griggs', 'Christopher Guyton', 'Jeremy Hawkins', 'Glenn Howerton', 'Roy Lee Jones', 'Joe Manganiello', 'Joseph D. Reitman', 'Paul Scheer', 'Amy Seimetz', 'Michelle P. Carter', 'Amje Elharden', 'Luis Kelly-Duarte']","Joe Manganiello,Jessica Allain,Mac Brandt","Adam Egypt Mortimer,Adam Egypt Mortimer",5638,u.s.a.,25/12/2020,,archenemy,pas de titre original,Amérique du Nord
brian and charles,"['Comédie', 'Drame', 'Science-fiction']",['Anglais'],Royaume-Uni,PG,90,2022,Jim Archer,Jim Archer,"['Jim Archer', 'David Earl', 'Chris Hayward']","['David Earl', 'Chris Hayward', 'Louise Brealey', 'Jamie Michie', 'Nina Sosanya', 'Lynn Hunter', 'Lowri Izzard', 'Mari Izzard', 'Cara Chase', 'Sunil Patel', 'Rishi Nair', 'Colin Bennett', 'Vivienne Soan', 'David Edwards', 'Nicholas Asbury', 'Morgan Adler']","David Earl,Chris Hayward (III),Louise Brealey","Jim Archer,David Earl,Chris Hayward (III)",198000,grande-bretagne,17/06/2022,1 nomination,brian and charles,pas de titre original,Europe
blue star,"['Comédie', 'Drame', 'Sport']",['Tamoul'],Inde,,166,2024,S. Jayakumar,S. Jayakumar,"['S. Jayakumar', 'S. Jayakumar', 'Tamizh Prabha']","['Ashok Selvan', 'Dhivya Dhuraisamy', 'Kumaravel', 'Keerthi Pandian', 'Lizzie Antony', 'Shanthnu Bhagyaraj', 'Bagavathi Perumal', 'Mullai Arasi', 'Shajji', 'Prithvi Pandiarajan', 'Arun Balaji', 'Jeyachandran', 'Balaji', 'Jeyaperumal', 'Raghav', 'Pashanam Shaji', 'Damu']","Ashok Selvan,Shanthnu Bhagyaraj,Keerthi Pandian","S. Jayakumar,S. Jayakumar",262,inde,24/01/2024,friday entertainment,blue star,pas de titre original,Asie
brighton 4th,"['Comédie', 'Drame']","['Géorgien', 'Russe', 'Kazakh', 'Anglais']",Géorgie,,90,2021,Levan Koguashvili,Levan Koguashvili,"['Levan Koguashvili', 'Boris Frumin', 'Casting principal']","['Levan Tedaishvili', 'Giorgi Tabidze', 'Nadezhda Mikhalkova', 'Kakhi Kavsadze', 'Laura Rekhviashvili', 'Tsutsa Kapanadze', 'Irakli Kavsadze', 'Tolepbergen Baisakalov', 'Temur Gvalia', 'Irma Gachechiladze', 'Mary Caputo', 'Lew Gardner', 'Giorgi Kipshidze', 'Yuri Zur', 'Artur Dubetskiy', 'Vsevolod Berkolayko', 'Aleksandr Karlov', 'Tornike Bziava']","Levan Tedaishvili,Giorgi Tabidze,Nadia Mikhalkova","Levan Koguashvili,Boris Frumin",4566,géorgie,12/04/2023,arp sélection,brighton 4th,pas de titre original,Europe
my kid,['Drame'],['Hébreu'],Israël,,94,2020,Nir Bergman,Nir Bergman,"['Nir Bergman', 'Dana Idisis', 'Casting principal']","['Shai Avivi', 'Noam Imber', 'Smadi Wolfman', 'Efrat Ben-Zur', 'Amir Feldman', 'Sharon Zelikovsky', 'Natalia Faust', 'Uri Klauzner', 'Avraham Shalom Levi', 'Omri Levi', 'Avi Madar', 'Rony Gammer', 'Davit Gavish', 'Yaron Levi Sabag', 'Omri David', 'Guilad Hazav']","Shai Avivi,Noam Imber,Smadi Wolfman","Nir Bergman,Dana Idisis",4244,israël,22/12/2021,dulac distribution,my kid,here we are,Asie
face à la mer,['Drame'],['Arabe'],Liban,,116,2021,Ely Dagher,Ely Dagher,"['Ely Dagher', 'Ely Dagher', 'Casting principal']","['Manal Issa', 'Roger Azar', 'Yara Abou Haidar', 'Rabih El Zaher', 'Fadi Abi Samra', 'Joseph Sassine', 'Issam Said', 'Aline Mrad', 'Michel Awad', 'Nancy El Murr', 'Dolly Al Chediak', 'Sarah Salman', 'Mohamad Yassine', 'Ziad Ghanem', 'Mony Haddouni']","Manal Issa,Roger Azar,Yara Abou Haidar","Ely Dagher,Ely Dagher",1136,liban,13/04/2022,jhr films / jour2fête,face à la mer,albahr 'amamakum,Asie
van gogh in love,['Comédie'],['Français'],France,,93,2021,Jean-Luc Ayach,Jean-Luc Ayach,"['Jean-Luc Ayach', 'Jean-Luc Ayach', 'Casting principal']","['Frédéric Diefenthal', 'Hande Kodja', 'Steve Driesen', 'Marie Borg', 'Ginnie Watson', 'Arsène Jiroyan', 'Claude Barreau', 'Edwin Krüger', 'Angie Jacquot', 'Jean-Luc Ayach', 'Laurence Grout', 'Marie Matin', 'Diana Rudychenko', 'Eugene Izraylit', 'Mohamed Zemaich', 'Jean-Pierre Delgado', 'Benjamin Zeitoun', 'Valeria Dafarra']","Frédéric Diefenthal,Hande Kodja,Steve Driesen","Jean-Luc Ayach,Jean-Luc Ayach",82,france,18/05/2022,mica films,van gogh in love,pas de titre original,Europe
anima bella,['Drame'],['Italien'],Italie,,95,2021,Dario Albertini,Dario Albertini,"['Dario Albertini', 'Dario Albertini', 'Simone Ranucci']","['Giustina Buonomo', 'Yuri Casagrande Conti', 'Enzo Casertano', 'Francesca Chillemi', 'Piera Degli Esposti', 'Adelaide Di Fabio', 'Madalina Di Fabio', 'Paola Lavini', 'Mimmo Mancini', 'Anna Manuelli', 'Luciano Miele', 'Frankino Murgia', 'Antonio Noto', 'Anna Olivieri', 'Giancarlo Porcacchia', 'Lilith Primavera', 'Elisabetta Rocchetti', 'Erasmo Sabatini']","Madalina Maria Jekal,Luciano Miele,Enzo Casertano","Dario Albertini,Dario Albertini,Simone Ranucci",1795,italie,05/10/2022,le pacte,anima bella,pas de titre original,Europe
théo et les métamorphoses,['Drame'],['Français'],France,,96,2021,Damien Odoul,Damien Odoul,"['Damien Odoul', 'Damien Odoul', 'Casting principal']","['Theo Kermel', 'Pierre Meunier', 'Sonia Gondry', 'Vanda Tilseein', 'Ayumi Roux', 'Louise Morin', 'Damien Odoul', 'Elia Sulem', 'Ethan Dabo', 'Patrick de Valette', 'Erwan Vincini', 'Christophe Pantel']","Théo Kermel,Pierre Meunier,Ayumi Roux","Damien Odoul,Damien Odoul",969,france,09/03/2022,wild bunch distribution,théo et les métamorphoses,pas de titre original,Europe
souterrain,['Drame'],['Français'],Canada,,97,2020,Sophie Dupuis,Sophie Dupuis,"['Sophie Dupuis', 'Sophie Dupuis', 'Casting principal']","['Joakim Robillard', 'Jean-François Boudreau', 'Guillaume Cyr', 'Chantal Fontaine', 'Maxime Genois', 'Mickaël Gouin', 'Brad Gros-Louis', 'Lauren Hartley', 'Charles-Aubey Houde', 'James Hyndman', 'Virgil Héroux-Laferté', ""Robin L'Houmeau"", ""Jean L'Italien"", 'Sébastien Leblanc', 'Bruno Marcil', 'Théodore Pellerin', 'Brigitte Tremblay', 'Catherine Trudeau']","Joakim Robillard,Théodore Pellerin,James Hyndman","Sophie Dupuis,Sophie Dupuis",286,canada,26/01/2022,les alchimistes,souterrain,pas de titre original,Amérique du Nord
on-gaku : notre rock !,"['Animation', 'Comédie', 'Drame']",['Japonais'],Japon,Not Rated,71,2019,Kenji Iwaisawa,Kenji Iwaisawa,"['Kenji Iwaisawa', 'Hiroyuki Ohashi', 'Kenji Iwaisawa']","['Shintarô Sakamoto', 'Ren Komai', 'Tomoya Maeno', 'Tateto Serizawa', 'Kami Hiraiwa', 'Naoto Takenaka', 'Yasuyuki Okamura']","Shintarô Sakamoto,Ren Komai,Tomoya Maeno","Kenji Iwaisawa,Kenji Iwaisawa",1007,japon,26/05/2021,eurozoom,on-gaku : notre rock !,on-gaku: our sound,Asie
anatomy of time,['Drame'],['Thai'],Thaïlande,,118,2021,Jakrawal Nilthamrong,Jakrawal Nilthamrong,"['Jakrawal Nilthamrong', 'Jakrawal Nilthamrong', 'Casting principal']","['Nopachai Chaiyanam', 'Sorabodee Changsiri', 'Paopoom Chiwarak', 'Prapamonton Eiamchan', 'Thaveeratana Leelanuja', 'Wanlop Rungkumjad', 'Rawipa Srisanguan']","Thaveeratana Leelanuja,Prapamonton Eiamchan,Sorabodee Changsiri","Jakrawal Nilthamrong,Jakrawal Nilthamrong",250,thaïlande,04/05/2022,damned distribution,anatomy of time,wela,Asie
jigarthanda doublex,"['Action', 'Comédie', 'Drame']","['Tamoul', 'Hindi', 'Telugu', 'Kannada', 'Malayalam']",Inde,,172,2023,Karthik Subbaraj,Karthik Subbaraj,"['Karthik Subbaraj', 'Karthik Subbaraj', 'Casting principal']","['Raghava Lawrence', 'S.J. Suryah', 'Nimisha Sajayan', 'Ilavarasu', 'Naveen Chandra', 'Sathyan', 'Sanjana Natrajan', 'Shine Tom Chacko', 'Aravind Akash', 'Ashraf Mallissery', 'Vidhu', 'Kapila Venu', 'Aranganathan', 'Adithya Bhaskar', 'Bava Chelladurai', 'Bhavaa Chelladurai', 'Vishnu Govind', 'Jaikumar']","Lawrence Raghavendra,S.J. Suryah,Nimisha Sajayan","Karthik Subbaraj,Karthik Subbaraj",896,inde,08/11/2023,friday entertainment,jigarthanda doublex,pas de titre original,Asie
the broken hearts gallery,"['Comédie', 'Romantique']",['Anglais'],États-Unis,PG-13,109,2020,Natalie Krinsky,Natalie Krinsky,"['Natalie Krinsky', 'Natalie Krinsky', 'Casting principal']","['Geraldine Viswanathan', 'Dacre Montgomery', 'Utkarsh Ambudkar', 'Molly Gordon', 'Phillipa Soo', 'Suki Waterhouse', 'Sheila McCarthy', 'Bernadette Peters', 'Nathan Dales', 'Ego Nwodim', 'Megan Ferguson', 'Nikki Duval', 'Emma Hunter', 'Taylor Hill', 'Roy Choi', 'Tattiawna Jones', 'Arturo Castro', 'Tricia Black']","Geraldine Viswanathan,Dacre Montgomery,Utkarsh Ambudkar","Natalie Krinsky,Natalie Krinsky",1125000,u.s.a.,11/09/2020,,the broken hearts gallery,pas de titre original,Amérique du Nord
miss marx,"['Biographique', 'Drame', 'Historique']","['Anglais', 'Allemand']",Italie,,107,2020,Susanna Nicchiarelli,Susanna Nicchiarelli,"['Susanna Nicchiarelli', 'Susanna Nicchiarelli', 'Casting principal']","['Romola Garai', 'Patrick Kennedy', 'John Gordon Sinclair', 'Felicity Montagu', 'Karina Fernandez', 'Emma Cunniffe', 'Philip Gröning', 'George Arrendell', 'Célestin Ryelandt', 'Oliver Chris', 'Alexandra Lewis', 'Georgina Sadler', 'Miel Van Hasselt', 'Freddy Drabble', 'Ludovico Benedetti', 'Stéphane Brodzki', 'Gabrielle Chiararo', 'Marco Fabbri']","Romola Garai,Patrick Kennedy,John Gordon Sinclair","Susanna Nicchiarelli,Susanna Nicchiarelli",1651,italie,04/05/2022,les valseurs,miss marx,pas de titre original,Europe
tinnitus,"['Drame', 'Horreur', 'Sport']","['Portugais', 'Japonais']",Brésil,,105,2022,Gregorio Graziosi,Gregorio Graziosi,"['Gregorio Graziosi', 'Marco Dutra', 'Gregorio Graziosi']","['Joana de Verona', 'Sabrina Greve', 'André Guerreiro', 'Jessica Messali', 'Indira Nascimento', 'Thaia Perez', 'Antonio Pitanga', 'Mawusi Tulani', 'Alli Willow']","Joana de Verona,Andre Guerreiro Lopes,Indira Nascimento","Gregório Graziosi,Gregório Graziosi,Marco Dutra",174,brésil,05/07/2023,wayna pitch,tinnitus,pas de titre original,Amérique du Sud
et il y eut un matin,['Drame'],"['Arabe', 'Hébreu']",Israël,,101,2021,Eran Kolirin,Eran Kolirin,"['Eran Kolirin', 'Sayed Kashua', 'Eran Kolirin']","['Alex Bakri', 'Juna Suleiman', 'Salim Daw', 'Ehab Salami', 'Khalifa Natour', 'Samer Bisharat', 'Yara Elham Jarrar', 'Maruan Hamdan', 'Doraid Liddawi', 'Izabel Ramadan', 'Arin Saba', 'Nadib Spadi']","Alex Bachri,Juna Suleiman,Salim Daw","Eran Kolirin,Eran Kolirin",9743,israël,13/04/2022,pyramide distribution,et il y eut un matin,vayehi boker,Asie
ps 2 - ponniyin selvan partie 2,"['Action', 'Aventure', 'Drame']","['Malayalam', 'Telugu', 'Kannada', 'Tamoul']",Inde,Not Rated,164,2023,Mani Ratnam,Mani Ratnam,"['Mani Ratnam', 'Sruti Harihara Subramanian', 'Scénario']","['Vikram', 'Karthi', 'Jayam Ravi', 'Aishwarya Rai Bachchan', 'Trisha Krishnan', 'Sobhita Dhulipala', 'Aishwarya Lekshmi', 'Jayaram', 'R. Sarathkumar', 'Parthiban Radhakrishnan', 'Prabhu', 'Prakash Raj', 'Rahman', 'Kishore Kumar G.', 'Lal', 'Nizhalgal Ravi', 'Nassar', 'Vikram Prabhu']"," Vikram, Karthi,Jayam Ravi","Mani Ratnam,Mani Ratnam,Elango Kumaravel",3813000,inde,2023/05/2023,night ed films,ps 2 - ponniyin selvan partie 2,ponniyin selvan - part two,Asie
nana et les filles du bord de mer,"['Comédie', 'Drame']",['Français'],France,Tous publics,78,2020,Patricia Bardon,Patricia Bardon,"['Patricia Bardon', 'Patricia Bardon', 'Casting principal']","['Sofiia Manousha', 'Grégoire Isvarine', 'Héloïse Roth', 'Guilhem Valayé', 'Laure Millet', 'Fabien Kachev', 'Marie Fonteijn', 'Arnaud Rincy', 'Jean-Michel Doliger', 'Philippe Sturbelle', 'Toni Gaudin']","Sofia Manousha,Grégoire Isvarine,Heloïse Roth","Patricia Bardon,Patricia Bardon",320,france,12/08/2020,cassia's productions,nana et les filles du bord de mer,pas de titre original,Europe
tant pis pour le sud,['Comédie'],['Français'],France,,104,2022,Vincent Orst,Vincent Orst,"['Vincent Orst', 'Vincent Orst', 'Casting principal']","['Cédrick Spinassou', 'Alex Blanchard', 'Tony Zarouel', 'Achille Ndari', ""Thomas Jeand'Heur"", 'Marius Renier', 'Ambre Rochard', 'Alix Bénézech', 'Margaux Billard', 'Corinne Pastout', 'Jean-François Pastout', 'Pierre Pirol', 'Christian Abart', 'Guillaume Mattera', 'Lola S. Frey', 'Cassandre Dagon', 'Pascal Soetens', 'Thalya Raymond']","Cédrick Spinassou,Alex Blanchard,Lotfi Zarouel","Vincent Orst,Vincent Orst",70,france,28/09/2022,panoceanic films,tant pis pour le sud,pas de titre original,Europe
le noël de petit lièvre brun,['Famille'],['Anglais'],Australie,,0,Téléfilm,Jo Boag,Jo Boag,"['Jo Boag', 'David Evans', 'Jo Boag']",['No Casting'],,"Samantha Leriche-Gionet,Sophie Martin,Isabelle Favez,Samantha Leriche-Gionet,Isabelle Favez",8192,france,17/11/2021,kmbo,le noël de petit lièvre brun,pas de titre original,Océanie
en attendant la neige,['Aventure'],['Français'],France,Tous publics,90,1998,Antonio Olivares,Antonio Olivares,"['Antonio Olivares', 'Killy Olivares', 'Scénario']","['Driss El Haddaoui', 'Jalil Naciri', 'Emmanuelle Bach', 'Marc Andréoni', 'Ali Boukhéli', 'Laurent Gauthier', 'Jean-Luc Abel', 'Antonio Olivares', 'Gilia Pallas', 'Julia Vaidis-Bogard', 'Abel Jafri']",,"Nina Bisyarina,Lenka Ivancíková,Svetlana Andrianova",4431,france,24/11/2021,gebeka films,en attendant la neige,pas de titre original,Europe
the beta test,"['Comédie', 'Drame', 'Mystère']","['Anglais', 'Suédois']",États-Unis,,93,2021,Jim Cummings,Jim Cummings,"['Jim Cummings', 'PJ McCabe', 'Jim Cummings']","['Jim Cummings', 'Virginia Newcomb', 'PJ McCabe', 'Wilky Lau', 'Olivia Grace Applegate', 'Jacqueline Doke', 'Lya Yanne', 'Jessie Barr', 'Bridge Stuart', 'Keith Powell', 'Jackie Michele Johnson', 'Malin Barr', 'Brayden Reeves', 'Kevin Changaris', 'Dustin Hahn', 'Ammar Aldieri', 'Christian Hillborg', 'Joy Sunday']","Jim Cummings (II),Virginia Newcomb,PJ McCabe","Jim Cummings (II),PJ McCabe,Jim Cummings (II),PJ McCabe",4057,u.s.a.,15/12/2021,new story,the beta test,pas de titre original,Amérique du Nord
to kill the beast,"['Drame', 'Fantastique', 'Mystère']","['Espagnol', 'Portugais']",Argentine,,79,2021,Agustina San Martín,Agustina San Martín,"['Agustina San Martín', 'Agustina San Martín', 'Casting principal']","['Tamara Rocca', 'Ana Brun', 'João Miguel', 'Julieth Micolta', 'Kaique Jesús', 'Sabrina Grinschpun', 'Carlos Griebler', 'Melanie Gamoral', 'Ariel Lorenzo', 'Ian Kiefer', 'Federico De Elías Bevacqua', 'Anyela Soto', 'Alan Silvero', 'Albina Curi', 'Alejandro Coronel', 'Anabella Tocci', 'Iván Andruszyszyn', 'Antonella De Las Nieves Fariña']","Tamara Rocca,Ana Brun,João Miguel","Agustina San Martín,Agustina San Martín",593,brésil,13/07/2022,jour2fête,to kill the beast,matar a la bestia,Amérique du Sud
le grand mouvement,['Drame'],['Espagnol'],Bolivie,Tous publics,85,2021,Kiro Russo,Kiro Russo,"['Kiro Russo', 'Kiro Russo', 'Casting principal']","['Max Bautista Uchasara', 'Julio César Ticona', 'Israel Hurtado', 'Gustavo Milán Ticona', 'Francisa Arce de Aro', 'Ricardo Aguilera', 'Marcela Chambi', 'Marlene Pinto', 'Carmen Quisbert', 'Armando Ochoa']","Julio César Ticona,Max Bautista Uchasara,Francisca Arce de Aro","Kiro Russo,Kiro Russo",2836,france,30/03/2022,survivance,le grand mouvement,el gran movimiento,Amérique du Sud
memory house,['Drame'],"['Portugais', 'Allemand']",Brésil,Unrated,87,2020,João Paulo Miranda Maria,João Paulo Miranda Maria,"['João Paulo Miranda Maria', 'João Paulo Miranda Maria', 'Casting principal']","['Antonio Pitanga', 'Ana Flavia Cavalcanti', 'Sam Louwyck', 'Soren Hellerup', 'Aline Marta Maia']","Antonio Pitanga,Ana Flavia Cavalcanti,Soren Hellerup","João Paulo Miranda Maria,João Paulo Miranda Maria,Felipe Sholl",125,brésil,31/08/2022,tamasa distribution,memory house,casa de antiguidades,Amérique du Sud
elle s'appelle barbara,['Drame'],"['Arabe', 'Français', 'Portugais']",Portugal,,79,2022,Sérgio Tréfaut,Sérgio Tréfaut,"['Sérgio Tréfaut', 'Sérgio Tréfaut', 'Casting principal']","['Joana Bernardo', 'Hussein Hassan Ali', 'Rekish Shahbaz', 'Saman Mustefa', 'Adil Abdolrahman', 'Naima Abdo', 'Adil Abdulrahman', 'Fatma Ali', 'Zirek', 'Makena Diop', 'Dinis Gomes', 'Suad Salih', 'Dilpak Majeed', 'Bangen Ali', 'Abdilqadir Bamarni', 'Hugo Bentes', 'Lola Dueñas', 'Havi Sherzad']","Joana Bernardo,Hugo Bentes,Lola Dueñas","Sérgio Tréfaut,Sérgio Tréfaut",298,portugal,28/06/2023,alfama films,elle s'appelle barbara,a noiva,Europe
jailer,"['Action', 'Comédie', 'Policier']",['Tamoul'],Inde,Not Rated,168,2023,Nelson Dilipkumar,Nelson Dilipkumar,"['Nelson Dilipkumar', 'Nelson Dilipkumar', 'Casting principal']","['Rajinikanth', 'Mohanlal', 'Shivarajkumar', 'Jackie Shroff', 'Ramya Krishnan', 'Vinayakan', 'Tamannaah Bhatia', 'Sunil', 'Vasanth Ravi', 'Yogi Babu', 'Kishore Kumar G.', 'Nagendra Babu', 'Jaffer Sadiq', 'G. Marimuthu', 'VTV Ganesh', 'Redin Kingsley', 'Sunil Reddy', 'Mirnaa']"," Mohanlal,Jackie Shroff, Shivarajkumar","Nelson Dilipkumar,Nelson Dilipkumar",702,inde,30/08/2023,friday entertainment,jailer,pas de titre original,Asie
