film_id,titre,date,budget,genres,pays,nationalite,duree,franchise,remake,popularite_score,score,nombre_vote,semaine_fr,semaine_usa,entrees_fr,entrees_usa,langue,pegi,annee,titre_original
14525,empire of light,,,drame,royaume-uni,grande-bretagne,115.0,,,,,,,,107051.0,,anglais,Tous publics,2022.0,
14526,10 jours encore sans maman,,,comédie,france,france,96.0,,,,,,,,256753.0,,français,Tous publics,2023.0,
14527,les lueurs daden,,,drame,yémen,yemen,91.0,,,,,,,,7536.0,,arabe,,2023.0,al murhaqoon
14528,nightmare alley,,,policier,états-unis,u.s.a.,150.0,,,,,,,,142309.0,,"anglais, français",Tous publics avec avertissement,2021.0,
14529,la main,,,horreur,australie,australie,95.0,,,,,,,,187507.0,,"anglais, grec",,2022.0,talk to me
14530,glass onion : une histoire à couteaux tirés,,,comédie,états-unis,u.s.a.,139.0,,,,,,,,9400000.0,,"anglais, français",,2022.0,glass onion: a knives out mystery
14531,les enfants des autres,,,comédie,france,france,103.0,,,,,,,,142402.0,,"français, hébreu",Tous publics,2022.0,
14532,retribution,,,action,france,allemagne,91.0,,,,,,,,124439.0,,"anglais, allemand",Tous publics,2023.0,
14533,follia,,,drame,france,france,86.0,,,,,,,,260.0,,"français, anglais, italien, mandarin",Tous publics,2023.0,
14534,la chimère,,,aventure,italie,france,130.0,,,,,,,,26496.0,,"italien, anglais",Tous publics,2023.0,la chimera
14535,goliath,,,drame,états-unis,france,0.0,,,,,,,,267284.0,,anglais,,,
14536,nobody,,,action,états-unis,u.s.a.,92.0,,,,,,,,80440.0,,"anglais, russe, espagnol",,2021.0,
14537,mandibules,,,comédie,france,france,77.0,,,,,,,,50543.0,,français,Tous publics,2020.0,
14538,vers un avenir radieux,,,comédie,italie,italie,95.0,,,,,,,,91786.0,,"italien, français, anglais, coréen, grec, hongrois",Tous publics,2023.0,il sol dell’avvenire
14539,marinette,,,biographique,france,france,95.0,,,,,,,,26273.0,,"français, anglais",Tous publics,2023.0,
14540,krisha et le maître de la forêt,,,animation,corée du sud,corée du sud,69.0,,,,,,,,370.0,,coréen,,2022.0,mother land
14541,iris et les hommes,,,comédie,france,france,98.0,,,,,,,,167511.0,,français,,2023.0,
14542,la voie de la justice,,,biographique,états-unis,u.s.a.,137.0,,,,,,,,113153.0,,anglais,Tous publics,2019.0,just mercy
14543,le club des miracles,,,comédie,irlande,irlande,90.0,,,,,,,,11515.0,,anglais,Tous publics,2023.0,the miracle club
14544,drunk,,,drame,danemark,danemark,117.0,,,,,,,,114935.0,,"danois, suédois, français, anglais, russe",Tous publics,2020.0,
14545,la fille de son père,,,comédie,france,france,91.0,,,,,,,,31016.0,,français,Tous publics,2023.0,
14546,evil dead rise,,,horreur,irlande,u.s.a.,96.0,,,,,,,,235926.0,,anglais,,2023.0,
14547,"stella, une vie allemande",,,drame,allemagne,allemagne,121.0,,,,,,,,19222.0,,"allemand, anglais",,2023.0,stella. ein leben.
14548,la fiancée du poète,,,comédie,france,france,103.0,,,,,,,,62842.0,,français,Tous publics,2023.0,
14549,les intranquilles,,,drame,belgique,belgique,117.0,,,,,,,,53677.0,,français,Tous publics,2021.0,
14550,ticket to paradise,,,comédie,royaume-uni,u.s.a.,104.0,,,,,,,,176153.0,,"anglais, indonésien, italien, français",Tous publics,2022.0,
14551,le sommet des dieux,,,animation,france,france,95.0,,,,,,,,49532.0,,français,Tous publics,2021.0,
14552,quand tu seras grand,,,comédie,france,france,100.0,,,,,,,,60109.0,,français,,2023.0,
14553,tout simplement noir,,,comédie,france,france,90.0,,,,,,,,255537.0,,français,Tous publics,2020.0,
14554,à la belle étoile,,,biographique,france,france,110.0,,,,,,,,67974.0,,"français, anglais",Tous publics,2023.0,
14555,spider-man: no way home,,,action,états-unis,u.s.a.,148.0,,,,,,,,2867520.0,,anglais,Tous publics,2021.0,
14556,miraculous - le film,,,animation,france,france,105.0,,,,,,,,660421.0,,"anglais, français, espagnol",Tous publics,2023.0,
14557,un autre monde,,,drame,états-unis,france,0.0,,,,,,,,195408.0,,anglais,,,
14558,the hill,,,biographique,états-unis,u.s.a.,126.0,,,,,,,,2301930.0,,anglais,PG,2023.0,
14559,manjummel boys,,,aventure,inde,inde,135.0,,,,,,,,271.0,,"malayalam, telugu",,2024.0,
14560,raya et le dernier dragon,,,animation,états-unis,u.s.a.,107.0,,,,,,,,8600000.0,,anglais,Tous publics,2021.0,raya and the last dragon
14561,à mon seul désir,,,drame,france,france,119.0,,,,,,,,9758.0,,français,,2022.0,
14562,veuillez nous excuser pour la gêne occasionnée,,,comédie,belgique,france,89.0,,,,,,,,100308.0,,français,Tous publics,2023.0,
14563,soudain seuls,,,drame,france,france,113.0,,,,,,,,116736.0,,français,,2023.0,
14564,ténor,,,comédie,france,france,100.0,,,,,,,,126348.0,,français,Tous publics,2022.0,
14565,les tournesols sauvages,,,drame,espagne,espagne,107.0,,,,,,,,12386.0,,"espagnol, catalan",Tous publics,2022.0,girasoles silvestres
14566,la syndicaliste,,,drame,france,france,121.0,,,,,,,,192422.0,,"français, anglais, hongrois",Tous publics,2022.0,
14567,silent night,,,action,états-unis,u.s.a.,104.0,,,,,,,,3010210.0,,aucun,,2023.0,
14568,comme un prince,,,comédie,france,france,90.0,,,,,,,,119238.0,,français,Tous publics,2023.0,
14569,omar la fraise,,,comédie,france,france,92.0,,,,,,,,140144.0,,"français, arabe",Tous publics,2023.0,
14570,greenland - le dernier refuge,,,action,états-unis,u.s.a.,119.0,,,,,,,,193402.0,,"anglais, espagnol, russe",Tous publics,2020.0,greenland
14571,permis de construire,,,comédie,france,france,93.0,,,,,,,,211995.0,,français,Tous publics,2021.0,
14572,passages,,,drame,france,france,91.0,,,,,,,,11227.0,,"anglais, français",Tous publics avec avertissement,2023.0,
14573,the french dispatch,,,comédie,états-unis,u.s.a.,107.0,,,,,,,,197450.0,,"anglais, français",Tous publics,2021.0,
14574,mourir peut attendre,,,action,royaume-uni,u.s.a.,163.0,,,,,,,,1384860.0,,"anglais, français, italien, russe, espagnol, norvégien, allemand",Tous publics,2021.0,no time to die
14575,les aventures dun mathématicien,,,biographique,allemagne,,102.0,,,,,,,,2047.0,,"anglais, polonais",,2020.0,adventures of a mathematician
14576,les trolls 3,,,animation,états-unis,u.s.a.,91.0,,,,,,,,419824.0,,"anglais, espagnol",Tous publics,2023.0,trolls band together
14577,le bonheur est pour demain,,,drame,france,france,99.0,,,,,,,,12916.0,,français,,2023.0,
14578,thor: love and thunder,,,action,australie,u.s.a.,118.0,,,,,,,,1150930.0,,anglais,Tous publics,2022.0,
14579,cruella,,,aventure,états-unis,u.s.a.,134.0,,,,,,,,379133.0,,"anglais, français",Tous publics,2021.0,
14580,jack mimoun et les secrets de val verde,,,aventure,france,france,104.0,,,,,,,,257163.0,,français,Tous publics,2022.0,
14581,fast & furious 9,,,action,états-unis,u.s.a.,143.0,,,,,,,,1301590.0,,"anglais, japonais, espagnol",Tous publics,2021.0,f9 the fast saga
14582,une belle course,,,drame,france,france,91.0,,,,,,,,180034.0,,français,Tous publics,2022.0,
14583,free guy,,,action,états-unis,u.s.a.,115.0,,,,,,,,174093.0,,"anglais, japonais, allemand",Tous publics,2021.0,
14584,les huit montagnes,,,drame,italie,italie,147.0,,,,,,,,29347.0,,"italien, anglais, népalais",Tous publics,2022.0,le otto montagne
14585,augure,,,drame,belgique,allemagne,92.0,,,,,,,,6565.0,,"français, swahili, lingala, anglais",Tous publics,2023.0,
14586,close,,,drame,belgique,belgique,104.0,,,,,,,,19030.0,,"français, flamand, néerlandais, anglais",Tous publics,2022.0,
14587,super-bourrés,,,comédie,france,france,79.0,,,,,,,,44873.0,,français,,2023.0,
14588,black panther: wakanda forever,,,action,états-unis,u.s.a.,161.0,,,,,,,,1692180.0,,"anglais, xhosa, maya, espagnol, haïtien, français",Tous publics,2022.0,
14589,notre tout petit petit mariage,,,comédie,france,france,82.0,,,,,,,,178545.0,,français,Tous publics,2023.0,
14590,shang-chi et la légende des dix anneaux,,,action,états-unis,u.s.a.,132.0,,,,,,,,481173.0,,"anglais, mandarin",Tous publics,2021.0,shang-chi and the legend of the ten rings
14591,les amandiers,,,comédie,france,france,126.0,,,,,,,,104057.0,,"français, anglais",Tous publics,2022.0,
14592,lexorciste du vatican,,,horreur,états-unis,u.s.a.,103.0,,,,,,,,155555.0,,"anglais, italien, espagnol, latin, allemand",,2023.0,the popes exorcist
14593,la tête froide,,,drame,france,france,92.0,,,,,,,,14547.0,,"français, italien, anglais",,2024.0,
14594,bonne conduite,,,comédie,france,france,96.0,,,,,,,,71102.0,,français,Tous publics,2023.0,
14595,mortal kombat,,,action,états-unis,u.s.a.,110.0,,,,,,,,22515000.0,,"anglais, japonais, chinois",,2021.0,
14596,les pires,,,comédie,france,france,99.0,,,,,,,,18915.0,,français,Tous publics,2022.0,
14597,bâtiment 5,,,drame,france,france,105.0,,,,,,,,88788.0,,"français, anglais, arabe, soninké",Tous publics,2023.0,
14598,the first slam dunk,,,animation,japon,japon,124.0,,,,,,,,33488.0,,japonais,Tous publics,2022.0,
14599,bones and all,,,drame,italie,italie,131.0,,,,,,,,38761.0,,anglais,,2022.0,
14600,àma gloria,,,drame,france,belgique,83.0,,,,,,,,27968.0,,"capverdien, français",Tous publics,2023.0,
14601,le royaume de naya,,,animation,ukraine,ukraine,99.0,,,,,,,,163496.0,,anglais,Tous publics,2023.0,mavka. lisova pisnya
14602,kandahar,,,action,états-unis,u.s.a.,119.0,,,,,,,,2410000.0,,"anglais, persan, arabe",R,2023.0,
14603,uncharted,,,action,états-unis,u.s.a.,116.0,,,,,,,,955650.0,,"anglais, espagnol, latin",Tous publics,2022.0,
14604,nomadland,,,drame,états-unis,u.s.a.,107.0,,,,,,,,125027.0,,anglais,Tous publics,2020.0,
14605,à plein temps,,,drame,france,france,88.0,,,,,,,,100254.0,,français,Tous publics,2021.0,
14606,le lycéen,,,drame,france,france,122.0,,,,,,,,40106.0,,français,Tous publics avec avertissement,2022.0,
14607,les têtes givrées,,,comédie,france,france,102.0,,,,,,,,61469.0,,français,Tous publics,2022.0,
14608,pearl,,,drame,états-unis,canada,103.0,,,,,,,,3124600.0,,"anglais, allemand",R,2022.0,
14609,dumb money,,,biographique,états-unis,u.s.a.,105.0,,,,,,,,24125.0,,anglais,R,2023.0,
14610,sages-femmes,,,drame,france,france,99.0,,,,,,,,1038.0,,français,,2023.0,
14611,une affaire dhonneur,,,drame,france,france,101.0,,,,,,,,52681.0,,français,,2023.0,
14612,trigger point,,,action,royaume-uni,canada,0.0,,,,,,,,29262.0,,anglais,,,
14613,demon slayer : kimetsu no yaiba - en route pour le village des forgerons,,,animation,japon,japon,110.0,,,,,,,,109154.0,,japonais,Tous publics,2023.0,"kimetsu no yaiba - jogen shuketsu, soshite katanakaji no sato e"
14614,divertimento,,,biographique,france,france,110.0,,,,,,,,80541.0,,français,Tous publics,2022.0,
14615,pattie et la colère de poséidon,,,animation,france,france,95.0,,,,,,,,210409.0,,"français, espagnol, italien",Tous publics,2022.0,
14616,le syndrome des amours passées,,,comédie,belgique,belgique,89.0,,,,,,,,9833.0,,"français, anglais",Tous publics,2023.0,
14617,les volets verts,,,drame,france,france,98.0,,,,,,,,150419.0,,français,Tous publics,2022.0,
14618,poisson rouge,,,comédie,france,france,100.0,,,,,,,,2584.0,,français,Tous publics,2023.0,
14619,la nuée,,,drame,france,france,101.0,,,,,,,,23596.0,,français,,2020.0,
14620,les meutes,,,drame,maroc,france,94.0,,,,,,,,15089.0,,"langues berbères, français",Tous publics,2023.0,
14621,chronique dune liaison passagère,,,comédie,france,france,100.0,,,,,,,,119790.0,,français,Tous publics,2022.0,
14622,les chevaliers du zodiaque,,,action,états-unis,japon,112.0,,,,,,,,41841.0,,anglais,Tous publics,2023.0,knights of the zodiac
14623,kompromat,,,drame,france,france,127.0,,,,,,,,205447.0,,"français, russe, estonien, espagnol",Tous publics,2022.0,
14624,shazam! la rage des dieux,,,action,états-unis,u.s.a.,130.0,,,,,,,,262525.0,,"anglais, grec, français, espagnol",Tous publics,2023.0,shazam! fury of the gods
14625,neneh superstar,,,comédie,france,france,95.0,,,,,,,,41397.0,,français,Tous publics,2022.0,
14626,la vie rêvée de miss fran,,,comédie,états-unis,u.s.a.,94.0,,,,,,,,12683.0,,anglais,Tous publics,2023.0,sometimes i think about dying
14627,"calamity, une enfance de martha jane cannary",,,animation,france,france,85.0,,,,,,,,60051.0,,français,Tous publics,2020.0,
14628,men,,,drame,royaume-uni,grande-bretagne,100.0,,,,,,,,37421.0,,anglais,,2022.0,
14629,lîle rouge,,,drame,france,france,117.0,,,,,,,,55090.0,,"français, malgache",Tous publics,2023.0,
14630,la famille asada,,,biographique,japon,japon,127.0,,,,,,,,51420.0,,japonais,Tous publics,2020.0,asada-ke!
14631,the suicide squad,,,action,états-unis,u.s.a.,132.0,,,,,,,,256516.0,,"anglais, espagnol, japonais, cantonais",Tous publics avec avertissement,2021.0,
14632,la passagère,,,drame,france,france,93.0,,,,,,,,35850.0,,français,Tous publics,2022.0,
14633,saint omer,,,drame,france,france,122.0,,,,,,,,39560.0,,"français, wolof, italien",Tous publics,2022.0,
14634,les minions 2 : il était une fois gru,,,animation,états-unis,u.s.a.,87.0,,,,,,,,1360760.0,,"anglais, vietnamien, russe",Tous publics,2022.0,minions: the rise of gru
14635,antoinette dans les cévennes,,,aventure,france,france,96.0,,,,,,,,173550.0,,français,Tous publics,2020.0,
14636,une équipe de rêve,,,comédie,royaume-uni,u.s.a.,104.0,,,,,,,,17490.0,,"anglais, samoan, français, swahili",PG-13,2023.0,next goal wins
14637,lorigine du mal,,,drame,france,france,123.0,,,,,,,,56107.0,,français,Tous publics avec avertissement,2022.0,
14638,freaks out,,,aventure,italie,italie,141.0,,,,,,,,23855.0,,"italien, allemand, français",,2021.0,
14639,house of gucci,,,biographique,états-unis,u.s.a.,158.0,,,,,,,,293474.0,,"anglais, italien, arabe, espagnol, japonais, français",Tous publics,2021.0,
14640,mayday,,,action,royaume-uni,u.s.a.,107.0,,,,,,,,160006.0,,"anglais, tagalog",Tous publics avec avertissement,2023.0,plane
14641,lannée du requin,,,comédie,france,france,87.0,,,,,,,,79534.0,,français,Tous publics,2022.0,
14642,ma part de gaulois,,,comédie,france,france,91.0,,,,,,,,5970.0,,français,,2024.0,
14643,arrête avec tes mensonges,,,drame,france,france,98.0,,,,,,,,48547.0,,"français, anglais",Tous publics,2022.0,
14644,en roue libre,,,comédie,france,france,89.0,,,,,,,,36624.0,,français,Tous publics,2022.0,
14645,la méthode williams,,,biographique,états-unis,u.s.a.,144.0,,,,,,,,90468.0,,"anglais, espagnol",Tous publics,2021.0,king richard
14646,mes frères et moi,,,drame,france,france,108.0,,,,,,,,45784.0,,français,Tous publics,2021.0,
14647,les survivants,,,biographique,états-unis,france,128.0,,,,,,,,38064.0,,anglais,Tous publics,1993.0,
14648,black adam,,,action,états-unis,u.s.a.,125.0,,,,,,,,713308.0,,anglais,Tous publics,2022.0,
14649,the quiet girl,,,drame,irlande,irlande,95.0,,,,,,,,31800.0,,"""gaélique dirlande"", anglais, gaélique",Tous publics,2022.0,an cailín ciúin
14650,les tuche 4,,,comédie,france,france,101.0,,,,,,,,852098.0,,français,Tous publics,2021.0,
14651,scrapper,,,comédie,royaume-uni,grande-bretagne,84.0,,,,,,,,10433.0,,anglais,Not Rated,2023.0,
14652,youssef salem a du succès,,,comédie,france,france,97.0,,,,,,,,72216.0,,français,Tous publics,2022.0,
14653,pleasure,,,drame,suède,suède,109.0,,,,,,,,11214.0,,"anglais, suédois",,2021.0,
14654,the northman,,,action,états-unis,u.s.a.,137.0,,,,,,,,137676.0,,"anglais, vieux norrois, ukrainien",,2022.0,
14655,creed iii,,,action,états-unis,u.s.a.,116.0,,,,,,,,1105920.0,,"anglais, espagnol, langue des signes américaine",Tous publics,2023.0,
14656,ant-man et la guêpe : quantumania,,,action,états-unis,u.s.a.,124.0,,,,,,,,735356.0,,anglais,Tous publics,2023.0,ant-man and the wasp: quantumania
14657,cry macho,,,drame,états-unis,u.s.a.,104.0,,,,,,,,126797.0,,"anglais, espagnol, langue des signes américaine",Tous publics,2021.0,
14658,adieu monsieur haffmann,,,drame,france,france,115.0,,,,,,,,261930.0,,français,Tous publics,2021.0,
14659,falcon lake,,,drame,france,france,100.0,,,,,,,,12118.0,,"français, anglais",Tous publics,2022.0,
14660,memory,,,drame,mexique,u.s.a.,103.0,,,,,,,,3100000.0,,anglais,R,2023.0,
14661,drive my car,,,drame,japon,japon,179.0,,,,,,,,48971.0,,"japonais, anglais, langue des signes coréenne, allemand, mandarin, tagalog, coréen, indonésien",Tous publics,2021.0,doraibu mai kâ
14662,la conspiration du caire,,,drame,suède,suède,126.0,,,,,,,,153906.0,,arabe,Tous publics,2022.0,boy from heaven
14663,lastronaute,,,comédie,france,france,110.0,,,,,,,,35020.0,,français,Tous publics,2022.0,
14664,benedetta,,,biographique,france,france,131.0,,,,,,,,106776.0,,"français, latin",,2021.0,
14665,licorice pizza,,,comédie,états-unis,u.s.a.,133.0,,,,,,,,116871.0,,"anglais, japonais, espagnol",Tous publics,2021.0,
14666,le prix du passage,,,drame,france,france,100.0,,,,,,,,5410.0,,"français, arabe",Tous publics,2022.0,
14667,le processus de paix,,,comédie,france,france,93.0,,,,,,,,34918.0,,français,Tous publics,2022.0,
14668,club zero,,,comédie,autriche,autriche,110.0,,,,,,,,9222.0,,"anglais, français, chinois",Tous publics avec avertissement,2023.0,
14669,mambar pierrette,,,drame,cameroun,cameroun,93.0,,,,,,,,462.0,,français,Tous publics,2023.0,
14670,avec amour et acharnement,,,drame,france,france,116.0,,,,,,,,73581.0,,français,Tous publics,2022.0,
14671,la cour des miracles,,,comédie,france,france,94.0,,,,,,,,20495.0,,"chinois, tamoul, français",Tous publics,2022.0,
14672,le peuple loup,,,animation,irlande,irlande,103.0,,,,,,,,42627.0,,"anglais, ""gaélique dirlande""",Tous publics,2020.0,wolfwalkers
14673,doctor strange in the multiverse of madness,,,action,états-unis,u.s.a.,126.0,,,,,,,,1438290.0,,"anglais, espagnol, chinois",Tous publics,2022.0,
14674,les folies fermières,,,comédie,france,france,109.0,,,,,,,,64286.0,,français,Tous publics,2022.0,
14675,the cursed,,,horreur,corée du sud,grande-bretagne,110.0,,,,,,,,1721710.0,,coréen,Tous publics,2021.0,
14676,ambulance,,,action,états-unis,u.s.a.,136.0,,,,,,,,142412.0,,"anglais, espagnol, cantonais",,2022.0,
14677,un homme heureux,,,comédie,france,france,89.0,,,,,,,,233008.0,,français,Tous publics,2023.0,
14678,en même temps,,,comédie,france,france,108.0,,,,,,,,70112.0,,français,Tous publics,2022.0,
14679,le cas richard jewell,,,biographique,états-unis,u.s.a.,131.0,,,,,,,,385394.0,,anglais,Tous publics,2019.0,richard jewell
14680,lui,,,drame,france,france,88.0,,,,,,,,120111.0,,"français, anglais",Tous publics,2021.0,
14681,freelance,,,action,états-unis,u.s.a.,108.0,,,,,,,,2086000.0,,"anglais, espagnol, français",R,2023.0,
14682,le retour des hirondelles,,,drame,chine,chine,131.0,,,,,,,,24402.0,,mandarin,Tous publics,2022.0,yin ru chen yan
14683,american underdog,,,biographique,états-unis,u.s.a.,112.0,,,,,,,,6200000.0,,anglais,PG,2021.0,
14684,la légende du roi crabe,,,aventure,italie,italie,105.0,,,,,,,,4325.0,,"italien, espagnol",Tous publics,2021.0,re granchio
14685,la course au miel,,,animation,chine,chine,70.0,,,,,,,,3339.0,,"anglais, polonais",,2022.0,hug me - the movie
14686,levante,,,drame,brésil,brésil,99.0,,,,,,,,4060.0,,"espagnol, portugais",,2023.0,
14687,le chêne,,,comédie,france,france,105.0,,,,,,,,53196.0,,roumain,Tous publics,1992.0,
14688,les déguns 2,,,comédie,france,france,88.0,,,,,,,,307587.0,,français,Tous publics,2023.0,
14689,lair de la mer rend libre,,,drame,france,france,91.0,,,,,,,,15054.0,,français,Tous publics,2023.0,
14690,les cyclades,,,comédie,france,france,110.0,,,,,,,,170382.0,,français,Tous publics,2022.0,
14691,petit jésus,,,comédie,france,france,95.0,,,,,,,,13176.0,,français,Tous publics,2023.0,
14692,entre nous,,,drame,france,france,100.0,,,,,,,,23.0,,français,Tous publics,2023.0,
14693,pour la france,,,drame,france,france,113.0,,,,,,,,30866.0,,"français, arabe, mandarin, anglais",Tous publics,2022.0,
14694,burning days,,,drame,turquie,turquie,129.0,,,,,,,,45633.0,,turc,Tous publics,2022.0,kurak günler
14695,french exit,,,comédie,canada,canada,113.0,,,,,,,,174378.0,,anglais,R,2020.0,
14696,le gang des bois du temple,,,action,france,france,113.0,,,,,,,,2630.0,,"français, anglais",Tous publics,2022.0,
14697,buzz léclair,,,animation,états-unis,u.s.a.,105.0,,,,,,,,482715.0,,anglais,Tous publics,2022.0,lightyear
14698,5 hectares,,,comédie,france,france,94.0,,,,,,,,16107.0,,français,Tous publics,2023.0,
14699,le capitaine volkonogov sest échappé,,,drame,russie,russie,126.0,,,,,,,,12018.0,,russe,,2021.0,kapitan volkonogov bezhal
14700,larbre aux papillons dor,,,drame,vietnam,france,179.0,,,,,,,,20088.0,,"vietnamien, anglais",Tous publics,2023.0,bên trong vỏ kén vàng
14701,les olympiades,,,comédie,france,france,105.0,,,,,,,,81883.0,,"français, mandarin, anglais",Tous publics avec avertissement,2021.0,
14702,tu choisiras la vie,,,drame,italie,france,99.0,,,,,,,,12629.0,,"italien, français",Tous publics,2022.0,
14703,frère et soeur,,,drame,france,france,108.0,,,,,,,,73784.0,,"français, hébreu",Tous publics,2022.0,
14704,le cours de la vie,,,comédie,france,france,90.0,,,,,,,,38549.0,,français,Tous publics,2023.0,
14705,le nouveau jouet,,,comédie,france,france,112.0,,,,,,,,271139.0,,"français, arabe, anglais, espagnol",Tous publics,2022.0,
14706,la mission,,,action,états-unis,u.s.a.,118.0,,,,,,,,2400000.0,,"anglais, ""indien damérique du nord"", allemand",,2020.0,news of the world
14707,chère léa,,,comédie,france,france,89.0,,,,,,,,24517.0,,français,Tous publics,2021.0,
14708,jungle cruise,,,action,états-unis,u.s.a.,127.0,,,,,,,,284661.0,,"anglais, allemand, espagnol, tupi, italien, portugais, latin, français",Tous publics,2021.0,
14709,le visiteur du futur,,,action,france,france,105.0,,,,,,,,147188.0,,français,Tous publics,2022.0,
14710,goodbye julia,,,drame,soudan,soudan,120.0,,,,,,,,11314.0,,arabe,,2023.0,wadaean julia
14711,julie (en 12 chapitres),,,comédie,norvège,norvège,128.0,,,,,,,,67515.0,,norvégien,Tous publics,2021.0,verdens verste menneske
14712,la guerre des lulus,,,aventure,france,france,109.0,,,,,,,,200047.0,,"français, allemand",Tous publics,2022.0,
14713,assaut,,,action,états-unis,kazakhstan,91.0,,,,,,,,1204.0,,anglais,,1976.0,assault
14714,enquête sur un scandale détat,,,policier,france,france,121.0,,,,,,,,101542.0,,"français, espagnol",Tous publics,2021.0,
14715,un beau matin,,,drame,france,france,112.0,,,,,,,,35039.0,,"français, anglais, allemand",Tous publics,2022.0,
14716,jumeaux mais pas trop,,,comédie,france,france,98.0,,,,,,,,210444.0,,français,Tous publics,2022.0,
14717,terrifier 2,,,horreur,états-unis,u.s.a.,138.0,,,,,,,,34089.0,,anglais,,2022.0,
14718,un talent en or massif,,,action,états-unis,u.s.a.,107.0,,,,,,,,57763.0,,"anglais, espagnol",Tous publics,2022.0,the unbearable weight of massive talent
14719,gagarine,,,drame,france,france,98.0,,,,,,,,26007.0,,"français, roms, russe",Tous publics,2020.0,
14720,rrr,,,action,inde,inde,187.0,,,,,,,,9500000.0,,"telugu, anglais, hindi, malayalam, tamoul, kannada",Not Rated,2022.0,
14721,le paradis,,,drame,belgique,belgique,83.0,,,,,,,,8324.0,,français,Tous publics,2023.0,
14722,le marchand de sable,,,drame,france,france,105.0,,,,,,,,10913.0,,français,Tous publics,2022.0,
14723,à contretemps,,,drame,espagne,espagne,105.0,,,,,,,,28720.0,,espagnol,Tous publics,2022.0,en los márgenes
14724,la page blanche,,,comédie,france,france,100.0,,,,,,,,56502.0,,français,Tous publics,2022.0,
14725,entre les lignes,,,drame,royaume-uni,grande-bretagne,104.0,,,,,,,,21941.0,,anglais,Tous publics,2021.0,mothering sunday
14726,fremont,,,drame,états-unis,u.s.a.,91.0,,,,,,,,14066.0,,"anglais, dari, cantonais",,2023.0,
14727,super-héros malgré lui,,,action,france,france,82.0,,,,,,,,576138.0,,"français, anglais",Tous publics,2021.0,
14728,"blackbird, blackberry",,,drame,suisse,géorgie,110.0,,,,,,,,3316.0,,géorgien,Tous publics,2023.0,blackbird blackbird blackberry
14729,entre les vagues,,,drame,france,france,99.0,,,,,,,,10080.0,,français,Tous publics,2021.0,
14730,about kim sohee,,,drame,corée du sud,corée du sud,134.0,,,,,,,,29840.0,,coréen,Tous publics,2022.0,da-eum-so-hee
14731,"katak, le brave béluga",,,animation,canada,canada,82.0,,,,,,,,55112.0,,français,PG,2023.0,
14732,mad god,,,animation,états-unis,u.s.a.,83.0,,,,,,,,6856.0,,"italien, aucun",Unrated,2021.0,
14733,vaillante,,,animation,france,france,92.0,,,,,,,,302.0,,"anglais, espagnol",Tous publics,2022.0,fireheart
14734,animal,,,action,inde,inde,204.0,,,,,,,,6479170.0,,hindi,Not Rated,2023.0,
14735,voyages en italie,,,comédie,france,france,91.0,,,,,,,,16693.0,,français,Tous publics,2023.0,
14736,les goûts et les couleurs,,,comédie,france,france,95.0,,,,,,,,30520.0,,français,TV-MA,2018.0,
14737,belle,,,animation,japon,japon,121.0,,,,,,,,54238.0,,japonais,Tous publics,2021.0,ryu to sobakasu no hime
14738,birds of prey et la fantabuleuse histoire de harley quinn,,,action,états-unis,u.s.a.,109.0,,,,,,,,412178.0,,"anglais, chinois",,2020.0,harley quinn: birds of prey
14739,en avant,,,animation,états-unis,u.s.a.,102.0,,,,,,,,515381.0,,anglais,Tous publics,2020.0,
14740,anti-squat,,,drame,france,france,95.0,,,,,,,,14210.0,,français,Tous publics,2023.0,
14741,the sadness,,,horreur,taïwan,taïwan,99.0,,,,,,,,18013.0,,mandarin,,2021.0,
14742,les cinq diables,,,drame,france,france,103.0,,,,,,,,32452.0,,"français, anglais",Tous publics,2022.0,
14743,pornomelancolia,,,drame,argentine,argentine,98.0,,,,,,,,3611.0,,"espagnol, anglais",,2022.0,pornomelancolía
14744,dog,,,comédie,états-unis,u.s.a.,101.0,,,,,,,,15135000.0,,anglais,PG-13,2022.0,
14745,peter von kant,,,drame,france,france,85.0,,,,,,,,42675.0,,"français, allemand",Tous publics,2022.0,
14746,le colibri,,,drame,italie,italie,126.0,,,,,,,,31238.0,,"italien, français",,2022.0,il colibrì
14747,crazy bear,,,comédie,états-unis,u.s.a.,95.0,,,,,,,,75915.0,,anglais,,2023.0,cocaine bear
14748,pourris gâtés,,,comédie,france,france,95.0,,,,,,,,148506.0,,français,Tous publics,2021.0,
14749,oranges sanguines,,,comédie,france,france,105.0,,,,,,,,17696.0,,français,,2021.0,
14750,déserts,,,drame,allemagne,france,125.0,,,,,,,,7433.0,,arabe,Tous publics,2023.0,
14751,comme une louve,,,drame,france,france,98.0,,,,,,,,4073.0,,français,Tous publics,2023.0,
14752,la femme de tchaïkovski,,,biographique,russie,russie,143.0,,,,,,,,79463.0,,"russe, français, italien",Tous publics,2022.0,zhena chaikovskogo
14753,monster hunter,,,action,allemagne,u.s.a.,103.0,,,,,,,,1125000.0,,anglais,Tous publics,2020.0,
14754,les bonnes étoiles,,,comédie,corée du sud,corée du sud,129.0,,,,,,,,64763.0,,coréen,Tous publics,2022.0,beulokeo
14755,les nuits de mashhad,,,policier,danemark,france,118.0,,,,,,,,30009.0,,persan,,2022.0,holy spider
