actors,budget,compositor,country,date,director,first_week_entries,franchise,genre,producer,remake,studio,title,url
,30 000 000 $,,Etats-Unis,  26/02/2014,"
                                    Wes Anderson",405 061,,Comédie dramatique,,,"
                20th Century Fox","
                            The Grand Budapest Hotel",https://www.jpbox-office.com/fichfilm.php?id=13822&view=2
"
                            Milla Jovovich",,,Etats-Unis,  22/09/2010,"
                                    Paul W.S. Anderson",404 807,Franchise,Aventure - Action,,,"
                Metropolitan","
                            Resident Evil : Afterlife 3D",https://www.jpbox-office.com/fichfilm.php?id=10891&view=2
"
                            Milla Jovovich",60 000 000 $,,Etats-Unis,  22/09/2010,"
                                    Paul W.S. Anderson",404 807,Franchise,Aventure - Action,,,"
                Metropolitan","
                            Resident Evil : Afterlife 3D",https://www.jpbox-office.com/fichfilm.php?id=10891&view=2
,25 000 000 $,,Etats-Unis,  22/03/2006,,405 218,Franchise,Horreur,,,"
                Metropolitan","
                            Destination finale 3",https://www.jpbox-office.com/fichfilm.php?id=373&view=2
,14 712 261 €,,France,  28/11/2012,,406 295,,Comédie,,,"
                Mars Distribution","
                            Populaire",https://www.jpbox-office.com/fichfilm.php?id=13015&view=2
"
                            Patrick Bruel,
                            Kev Adams,
                            Bernard Campan,
                            Christian Clavier,
                            Elsa Zylberstein",,,France,  18/01/2017,,406 076,,Drame,,,"
                Gaumont","
                            Un sac de billes (2017)",https://www.jpbox-office.com/fichfilm.php?id=16594&view=2
"
                            Ralph Fiennes,
                            Mathieu Amalric,
                            Adrien Brody,
                            Willem Dafoe,
                            Jeff Goldblum,
                            Harvey Keitel,
                            Jude Law,
                            Bill Murray,
                            Edward Norton,
                            Léa Seydoux,
                            Owen Wilson",30 000 000 $,Alexandre Desplat,Etats-Unis,  26/02/2014,"
                                    Wes Anderson",405 061,,Comédie dramatique,,,"
                20th Century Fox","
                            The Grand Budapest Hotel",https://www.jpbox-office.com/fichfilm.php?id=13822&view=2
"
                            Patrick Bruel,
                            Kev Adams,
                            Bernard Campan,
                            Christian Clavier,
                            Elsa Zylberstein",18 178 988 €,,France,  18/01/2017,,406 076,,Drame,,,"
                Gaumont","
                            Un sac de billes (2017)",https://www.jpbox-office.com/fichfilm.php?id=16594&view=2
,65 000 000 $,,Etats-Unis,  20/01/1999,"
                                    Nora Ephron",405 103,,Romance,,Remake,"
                Warner Bros.","
                            Vous avez un message",https://www.jpbox-office.com/fichfilm.php?id=3070&view=2
"
                            Bérénice Bejo,
                            Romain Duris,
                             Miou-Miou",14 712 261 €,,France,  28/11/2012,,406 295,,Comédie,Alain Attal,,"
                Mars Distribution","
                            Populaire",https://www.jpbox-office.com/fichfilm.php?id=13015&view=2
"
                            Tom Hanks,
                            Meg Ryan,
                            Greg Kinnear",65 000 000 $,,Etats-Unis,  20/01/1999,"
                                    Nora Ephron",405 103,,Romance,,Remake,"
                Warner Bros.","
                            Vous avez un message",https://www.jpbox-office.com/fichfilm.php?id=3070&view=2
,57 000 000 $,,Etats-Unis,  14/01/1998,,393 335,,Thriller,,,"
                Warner Bros.","
                            L'Associé du diable",https://www.jpbox-office.com/fichfilm.php?id=3385&view=2
"
                            Keanu Reeves,
                            Al Pacino,
                            Charlize Theron",57 000 000 $,James Newton Howard,Etats-Unis,  14/01/1998,,393 335,,Thriller,,,"
                Warner Bros.","
                            L'Associé du diable",https://www.jpbox-office.com/fichfilm.php?id=3385&view=2
,16 900 000 €,,France,  16/03/2022,"
                                    Jean-Jacques Annaud",388 293,,Drame,,,"
                Pathé","
                            Notre-Dame brûle",https://www.jpbox-office.com/fichfilm.php?id=21700&view=2
,60 000 000 $,,Etats-Unis,  09/11/2011,"
                                    Steven Soderbergh",394 179,,Aventure - Action,,,"
                Warner Bros.","
                            Contagion",https://www.jpbox-office.com/fichfilm.php?id=11395&view=2
,16 900 000 €,,France,  16/03/2022,"
                                    Jean-Jacques Annaud",388 293,,Drame,,,"
                Pathé","
                            Notre-Dame brûle",https://www.jpbox-office.com/fichfilm.php?id=21700&view=2
,36 000 000 $,,Etats-Unis,  25/02/1998,"
                                    Frank Oz",387 470,,Comédie,,,"
                UIP","
                            In & Out",https://www.jpbox-office.com/fichfilm.php?id=3391&view=2
,5 000 000 $,,Etats-Unis,  19/10/2011,,387 586,Franchise,Horreur,,,"
                Paramount","
                            Paranormal Activity 3",https://www.jpbox-office.com/fichfilm.php?id=11747&view=2
"
                            Matt Dillon,
                            Kevin Kline",36 000 000 $,,Etats-Unis,  25/02/1998,"
                                    Frank Oz",387 470,,Comédie,,,"
                UIP","
                            In & Out",https://www.jpbox-office.com/fichfilm.php?id=3391&view=2
,50 000 000 $,,Etats-Unis,  05/03/1997,"
                                    Cameron Crowe",388 654,,Romance,,,"
                Columbia","
                            Jerry Maguire",https://www.jpbox-office.com/fichfilm.php?id=3690&view=2
,5 000 000 $,,Etats-Unis,  19/10/2011,,387 586,Franchise,Horreur,Jason Blum,,"
                Paramount","
                            Paranormal Activity 3",https://www.jpbox-office.com/fichfilm.php?id=11747&view=2
,80 000 000 $,,Etats-Unis,  18/12/1996,"
                                    Rob Cohen",389 115,,Catastrophe,,,"
                UIP","
                            Daylight",https://www.jpbox-office.com/fichfilm.php?id=3685&view=2
,130 000 000 $,,Etats-Unis,  19/12/2018,"
                                    Rob Marshall",389 704,,Film familial,,,"
                Walt Disney Pictures","
                            Le Retour de Mary Poppins",https://www.jpbox-office.com/fichfilm.php?id=17349&view=2
,32 000 000 $,,Etats-Unis,  21/06/1995,"
                                    Sam Raimi",388 852,,Western,,,"
                Columbia","
                            Mort ou vif",https://www.jpbox-office.com/fichfilm.php?id=4014&view=2
,220 000 000 $,,Etats-Unis,  14/06/2023,,388 700,,Comicbook,,,"
                Warner Bros.","
                            The Flash",https://www.jpbox-office.com/fichfilm.php?id=21752&view=2
"
                            Morgan Freeman,
                            John Malkovich,
                            Bruce Willis,
                            Richard Dreyfuss,
                            Helen Mirren",,,Etats-Unis,  17/11/2010,,389 852,,Thriller,Lorenzo di Bonaventura,,"
                SND","
                            Red",https://www.jpbox-office.com/fichfilm.php?id=11470&view=2
"
                            Willem Dafoe",,,Etats-Unis,  20/08/2014,,389 520,,Drame,,,"
                20th Century Fox","
                            Nos étoiles contraires",https://www.jpbox-office.com/fichfilm.php?id=14242&view=2
"
                            Willem Dafoe",12 000 000 $,,Etats-Unis,  20/08/2014,,389 520,,Drame,,,"
                20th Century Fox","
                            Nos étoiles contraires",https://www.jpbox-office.com/fichfilm.php?id=14242&view=2
,10 798 539 €,,France,  10/02/2016,,390 145,,Comédie,,,"
                UGC Distribution","
                            Joséphine s'arrondit",https://www.jpbox-office.com/fichfilm.php?id=15613&view=2
"
                            Josiane Balasko,
                            Victoria Abril",10 798 539 €,,France,  10/02/2016,,390 145,,Comédie,,,"
                UGC Distribution","
                            Joséphine s'arrondit",https://www.jpbox-office.com/fichfilm.php?id=15613&view=2
"
                            Morgan Freeman,
                            John Malkovich,
                            Bruce Willis,
                            Richard Dreyfuss,
                            Helen Mirren",58 000 000 $,,Etats-Unis,  17/11/2010,,389 852,,Thriller,Lorenzo di Bonaventura,,"
                SND","
                            Red",https://www.jpbox-office.com/fichfilm.php?id=11470&view=2
,25 000 000 $,,Etats-Unis,  11/09/2013,,378 298,,Drame,,,"
                Metropolitan","
                            Le Majordome",https://www.jpbox-office.com/fichfilm.php?id=13659&view=2
"
                            Forest Whitaker,
                            John Cusack,
                            Jane Fonda,
                            Cuba Gooding Jr.,
                            Alan Rickman,
                            Liev Schreiber,
                            Robin Williams",25 000 000 $,,Etats-Unis,  11/09/2013,,378 298,,Drame,,,"
                Metropolitan","
                            Le Majordome",https://www.jpbox-office.com/fichfilm.php?id=13659&view=2
,? $,,Etats-Unis,  12/01/1994,,372 114,,Thriller,,,"
                Columbia","
                            Piège en eaux troubles",https://www.jpbox-office.com/fichfilm.php?id=4553&view=2
,37 000 000 $,,Etats-Unis,  09/03/2011,,372 683,,Drame,,,"
                Warner Bros.","
                            Le Rite",https://www.jpbox-office.com/fichfilm.php?id=11779&view=2
"
                            Anthony Hopkins",37 000 000 $,,Etats-Unis,  09/03/2011,,372 683,,Drame,,,"
                Warner Bros.","
                            Le Rite",https://www.jpbox-office.com/fichfilm.php?id=11779&view=2
"
                            Mike Myers,
                            Michael Caine,
                            Tom Cruise,
                            Danny DeVito,
                            Gwyneth Paltrow,
                            Kevin Spacey,
                            John Travolta",,,Etats-Unis,  23/10/2002,"
                                    Jay Roach",372 429,Franchise,Comédie,,,"
                Metropolitan","
                            Austin Powers dans Goldmember",https://www.jpbox-office.com/fichfilm.php?id=1797&view=2
,170 000 000 $,,Etats-Unis,  14/12/2011,"
                                    Martin Scorsese",371 751,,Film familial,,,"
                Metropolitan","
                            Hugo Cabret",https://www.jpbox-office.com/fichfilm.php?id=11906&view=2
"
                            Mike Myers,
                            Michael Caine,
                            Tom Cruise,
                            Danny DeVito,
                            Gwyneth Paltrow,
                            Kevin Spacey,
                            John Travolta",63 000 000 $,,Etats-Unis,  23/10/2002,"
                                    Jay Roach",372 429,Franchise,Comédie,,,"
                Metropolitan","
                            Austin Powers dans Goldmember",https://www.jpbox-office.com/fichfilm.php?id=1797&view=2
,9 700 000 €,,France,  14/02/2018,"
                                    Laurent Tirard",372 856,,Comédie,,,"
                Studiocanal","
                            Le Retour du Héros",https://www.jpbox-office.com/fichfilm.php?id=17556&view=2
"
                            Jean Dujardin,
                            Mélanie Laurent",9 700 000 €,,France,  14/02/2018,"
                                    Laurent Tirard",372 856,,Comédie,,,"
                Studiocanal","
                            Le Retour du Héros",https://www.jpbox-office.com/fichfilm.php?id=17556&view=2
,9 435 745 €,,France,  06/11/2013,"
                                    Bertrand Tavernier",372 944,,Comédie,,,"
                Pathé","
                            Quai d'Orsay",https://www.jpbox-office.com/fichfilm.php?id=13710&view=2
,149 000 000 $,,Etats-Unis,  29/11/2006,,374 153,,Animation,,,"
                UIP","
                            Souris City",https://www.jpbox-office.com/fichfilm.php?id=353&view=2
"
                            François Berléand,
                            Catherine Frot,
                            Isabelle Huppert",,,France,  22/12/2004,,365 125,,Comédie,,,"
                Pan-Européenne","
                            Les Sœurs fâchées",https://www.jpbox-office.com/fichfilm.php?id=1083&view=2
,104 000 000 $,,Etats-Unis,  02/04/1997,,373 431,,Catastrophe,,,"
                UIP","
                            Le Pic de Dante",https://www.jpbox-office.com/fichfilm.php?id=3382&view=2
,175 000 000 $,,Etats-Unis,  04/02/2015,"
                                     Wachowski (brothers)",363 580,,Science Fiction,,,"
                Warner Bros.","
                            Jupiter : Le destin de l'Univers",https://www.jpbox-office.com/fichfilm.php?id=13498&view=2
"
                            François Berléand,
                            Catherine Frot,
                            Isabelle Huppert",5 320 000 €,,France,  22/12/2004,,365 125,,Comédie,,,"
                Pan-Européenne","
                            Les Sœurs fâchées",https://www.jpbox-office.com/fichfilm.php?id=1083&view=2
"
                            Morgan Freeman,
                            Dustin Hoffman,
                            Rene Russo,
                            Patrick Dempsey,
                            Kevin Spacey,
                            Cuba Gooding Jr.",,James Newton Howard,Etats-Unis,  12/04/1995,"
                                    Wolfgang Petersen",364 040,,Aventure - Action,,,"
                Warner Bros.","
                            Alerte",https://www.jpbox-office.com/fichfilm.php?id=3995&view=2
"
                            Morgan Freeman,
                            Dustin Hoffman,
                            Rene Russo,
                            Patrick Dempsey,
                            Kevin Spacey,
                            Cuba Gooding Jr.",50 000 000 $,James Newton Howard,Etats-Unis,  12/04/1995,"
                                    Wolfgang Petersen",364 040,,Aventure - Action,,,"
                Warner Bros.","
                            Alerte",https://www.jpbox-office.com/fichfilm.php?id=3995&view=2
"
                            Channing Tatum,
                            Mila Kunis,
                            Eddie Redmayne",175 000 000 $,,Etats-Unis,  04/02/2015,"
                                     Wachowski (brothers)",363 580,,Science Fiction,,,"
                Warner Bros.","
                            Jupiter : Le destin de l'Univers",https://www.jpbox-office.com/fichfilm.php?id=13498&view=2
,2 042 070 ,,France,  31/05/1995,"
                                    Mathieu Kassovitz",365 426,,Drame,,,"
                MKL","
                            La Haine",https://www.jpbox-office.com/fichfilm.php?id=3984&view=2
"
                            Niels Arestrup,
                            Thierry Lhermitte",9 435 745 €,,France,  06/11/2013,"
                                    Bertrand Tavernier",372 944,,Comédie,,,"
                Pathé","
                            Quai d'Orsay",https://www.jpbox-office.com/fichfilm.php?id=13710&view=2
"
                            Pierce Brosnan",104 000 000 $,,Etats-Unis,  02/04/1997,,373 431,,Catastrophe,,,"
                UIP","
                            Le Pic de Dante",https://www.jpbox-office.com/fichfilm.php?id=3382&view=2
"
                            Vincent Cassel,
                            Benoît Magimel,
                            Mathieu Kassovitz,
                            Vincent Lindon,
                            Karin Viard",2 042 070 ,,France,  31/05/1995,"
                                    Mathieu Kassovitz",365 426,,Drame,,,"
                MKL","
                            La Haine",https://www.jpbox-office.com/fichfilm.php?id=3984&view=2
"
                            Hugh Jackman,
                            Jean Reno,
                            Ian McKellen,
                            Lambert Wilson,
                            Kate Winslet",149 000 000 $,,Etats-Unis,  29/11/2006,,374 153,,Animation,,,"
                UIP","
                            Souris City",https://www.jpbox-office.com/fichfilm.php?id=353&view=2
,46 000 000 $,,Etats-Unis,  09/10/2013,"
                                    Denis Villeneuve",354 954,,Thriller,,,"
                SND","
                            Prisoners",https://www.jpbox-office.com/fichfilm.php?id=13644&view=2
"
                            Viola Davis,
                            Jake Gyllenhaal,
                            Hugh Jackman,
                            Paul Dano",46 000 000 $,,Etats-Unis,  09/10/2013,"
                                    Denis Villeneuve",354 954,,Thriller,,,"
                SND","
                            Prisoners",https://www.jpbox-office.com/fichfilm.php?id=13644&view=2
,72 000 000 $,,Etats-Unis,  04/10/1995,"
                                    Mel Gibson",355 642,,Aventure - Action,,,"
                UFD","
                            Braveheart",https://www.jpbox-office.com/fichfilm.php?id=3999&view=2
,15 743 270 €,,France,  11/01/2017,"
                                    Lisa Azuelos",346 642,,Drame,,,"
                Pathé","
                            Dalida",https://www.jpbox-office.com/fichfilm.php?id=16446&view=2
,64 000 000 $,,Etats-Unis,  10/11/1999,"
                                    Sydney Pollack",355 510,,Romance,,,"
                Columbia","
                            L'Ombre d'un soupçon",https://www.jpbox-office.com/fichfilm.php?id=2754&view=2
,21 000 000 $,,Etats-Unis,  25/11/1992,,347 325,Franchise,Comédie,,,"
                -","
                            Sister Act",https://www.jpbox-office.com/fichfilm.php?id=4800&view=2
"
                            Whoopi Goldberg,
                            Harvey Keitel",21 000 000 $,,Etats-Unis,  25/11/1992,,347 325,Franchise,Comédie,,,"
                -","
                            Sister Act",https://www.jpbox-office.com/fichfilm.php?id=4800&view=2
,? €,,France,  11/11/2009,"
                                    Claude Berri",347 912,,Comédie,,,"
                Pathé","
                            Trésor",https://www.jpbox-office.com/fichfilm.php?id=11028&view=2
,85 000 000 $,,Etats-Unis,  21/09/2005,"
                                    Nora Ephron",346 788,,Comédie,,,"
                Gaumont Sony","
                            Ma sorcière bien-aimée",https://www.jpbox-office.com/fichfilm.php?id=751&view=2
"
                            Kevin Spacey,
                            Annette Bening",,Thomas Newman,Etats-Unis,  02/02/2000,"
                                    Sam Mendes",349 269,,Drame,,,"
                UIP","
                            American Beauty",https://www.jpbox-office.com/fichfilm.php?id=2714&view=2
"
                            Alain Chabat,
                            Mathilde Seigner,
                            Fanny Ardant",? €,,France,  11/11/2009,"
                                    Claude Berri",347 912,,Comédie,,,"
                Pathé","
                            Trésor",https://www.jpbox-office.com/fichfilm.php?id=11028&view=2
,? $,,Etats-Unis,  21/04/1993,,348 205,,Comédie,,,"
                GBVI","
                            Monsieur le député",https://www.jpbox-office.com/fichfilm.php?id=4817&view=2
"
                            Kevin Spacey,
                            Annette Bening",12 500 000 $,Thomas Newman,Etats-Unis,  02/02/2000,"
                                    Sam Mendes",349 269,,Drame,,,"
                UIP","
                            American Beauty",https://www.jpbox-office.com/fichfilm.php?id=2714&view=2
"
                            Eddie Murphy",? $,,Etats-Unis,  21/04/1993,,348 205,,Comédie,,,"
                GBVI","
                            Monsieur le député",https://www.jpbox-office.com/fichfilm.php?id=4817&view=2
"
                            Samuel L. Jackson,
                            Michael Keaton,
                            Gary Oldman",,,Etats-Unis,  05/02/2014,,348 763,,Science Fiction,,Remake,"
                Studiocanal","
                            Robocop (2014)",https://www.jpbox-office.com/fichfilm.php?id=13134&view=2
"
                            Cameron Diaz,
                            Ashton Kutcher,
                            - Queen Latifah,
                            Zach Galifianakis",,,Etats-Unis,  07/05/2008,,349 393,,Romance,,,"
                20th Century Fox","
                            Jackpot",https://www.jpbox-office.com/fichfilm.php?id=9884&view=2
"
                            Samuel L. Jackson,
                            Michael Keaton,
                            Gary Oldman",100 000 000 $,,Etats-Unis,  05/02/2014,,348 763,,Science Fiction,,Remake,"
                Studiocanal","
                            Robocop (2014)",https://www.jpbox-office.com/fichfilm.php?id=13134&view=2
,100 000 000 $,,Etats-Unis,  10/11/2010,"
                                    Tony Scott",349 758,,Thriller,,,"
                20th Century Fox","
                            Unstoppable (2010)",https://www.jpbox-office.com/fichfilm.php?id=11442&view=2
"
                            Cameron Diaz,
                            Ashton Kutcher,
                            - Queen Latifah,
                            Zach Galifianakis",35 000 000 $,,Etats-Unis,  07/05/2008,,349 393,,Romance,,,"
                20th Century Fox","
                            Jackpot",https://www.jpbox-office.com/fichfilm.php?id=9884&view=2
"
                            Chris Pine,
                            Denzel Washington",100 000 000 $,,Etats-Unis,  10/11/2010,"
                                    Tony Scott",349 758,,Thriller,,,"
                20th Century Fox","
                            Unstoppable (2010)",https://www.jpbox-office.com/fichfilm.php?id=11442&view=2
"
                            Will Ferrell,
                            Nicole Kidman,
                            Michael Caine,
                            Steve Carell",85 000 000 $,,Etats-Unis,  21/09/2005,"
                                    Nora Ephron",346 788,,Comédie,,,"
                Gaumont Sony","
                            Ma sorcière bien-aimée",https://www.jpbox-office.com/fichfilm.php?id=751&view=2
,,,Canada,  08/10/2014,"
                                    Xavier Dolan",340 171,,Drame,,,"
                Diaphana","
                            Mommy",https://www.jpbox-office.com/fichfilm.php?id=14597&view=2
,15 000 000 $,,Etats-Unis,  16/07/1997,"
                                    Wes Craven",335 687,Franchise,Horreur,,,"
                Cipa","
                            Scream",https://www.jpbox-office.com/fichfilm.php?id=3671&view=2
,50 000 000 $,,Etats-Unis,  19/11/1997,"
                                    Mimi Leder",336 220,,Aventure - Action,,,"
                UIP","
                            Le Pacificateur",https://www.jpbox-office.com/fichfilm.php?id=3414&view=2
,315 000 000 $,,Etats-Unis,  21/09/2022,"
                                    James Cameron",335 359,Franchise,Science Fiction,,,"
                Walt Disney Pictures","
                            Avatar (Rep. 2022)",https://www.jpbox-office.com/fichfilm.php?id=22341&view=2
,8 270 000 €,,France,  02/06/2010,"
                                    Jean Becker",335 335,,Comédie dramatique,,,"
                Studiocanal","
                            La Tête en friche",https://www.jpbox-office.com/fichfilm.php?id=11301&view=2
,84 000 000 $,,Etats-Unis,  28/08/2013,,336 533,,Aventure - Action,,,"
                SND","
                            Red 2",https://www.jpbox-office.com/fichfilm.php?id=13112&view=2
,90 000 000 $,,Etats-Unis,  09/02/2022,"
                                    Kenneth Branagh",336 133,,Thriller,,,"
                Walt Disney Pictures","
                            Mort sur le Nil (2022)",https://www.jpbox-office.com/fichfilm.php?id=18173&view=2
,4 900 000 $,,Canada,  08/10/2014,"
                                    Xavier Dolan",340 171,,Drame,,,"
                Diaphana","
                            Mommy",https://www.jpbox-office.com/fichfilm.php?id=14597&view=2
,100 000 000 $,,Grande-Bretagne,  29/12/2021,"
                                    Matthew Vaughn",336 793,,Aventure - Action,,,"
                Walt Disney Pictures","
                            The King's Man : Première Mission",https://www.jpbox-office.com/fichfilm.php?id=19692&view=2
,70 000 000 $,,Etats-Unis,  16/12/1998,"
                                    Edward Zwick",336 394,,Aventure - Action,,,"
                UFD","
                            Couvre-feu",https://www.jpbox-office.com/fichfilm.php?id=3079&view=2
,65 000 000 $,,Etats-Unis,  21/01/2004,"
                                    Mike Newell",337 134,,Romance,,,"
                Columbia","
                            Le Sourire de Mona Lisa",https://www.jpbox-office.com/fichfilm.php?id=1456&view=2
"
                            Keanu Reeves,
                            Halle Berry,
                            Laurence Fishburne",,Tyler Bates,Etats-Unis,  22/05/2019,,336 599,Franchise,Aventure - Action,,,"
                Metropolitan","
                            John Wick Parabellum",https://www.jpbox-office.com/fichfilm.php?id=18107&view=2
,110 000 000 $,,Etats-Unis,  12/06/2019,"
                                    F. Gary Gray",336 892,Franchise,Fantasy,,,"
                Sony Pictures","
                            Men in Black: International",https://www.jpbox-office.com/fichfilm.php?id=18818&view=2
"
                            Keanu Reeves,
                            Halle Berry,
                            Laurence Fishburne",75 000 000 $,Tyler Bates,Etats-Unis,  22/05/2019,,336 599,Franchise,Aventure - Action,,,"
                Metropolitan","
                            John Wick Parabellum",https://www.jpbox-office.com/fichfilm.php?id=18107&view=2
,7 920 000 €,,France,  27/12/2017,,328 156,,Comédie,,,"
                Mars Distribution","
                            Momo",https://www.jpbox-office.com/fichfilm.php?id=17563&view=2
"
                            Christian Clavier,
                            Catherine Frot",7 920 000 €,,France,  27/12/2017,,328 156,,Comédie,,,"
                Mars Distribution","
                            Momo",https://www.jpbox-office.com/fichfilm.php?id=17563&view=2
"
                            George Clooney,
                            Mark Wahlberg,
                             Ice Cube",,Thomas Newman,Etats-Unis,  23/02/2000,"
                                    David O. Russell",328 142,,Aventure - Action,,,"
                Warner Bros.","
                            Les Rois du désert",https://www.jpbox-office.com/fichfilm.php?id=2752&view=2
"
                            George Clooney,
                            Mark Wahlberg,
                             Ice Cube",48 000 000 $,Thomas Newman,Etats-Unis,  23/02/2000,"
                                    David O. Russell",328 142,,Aventure - Action,,,"
                Warner Bros.","
                            Les Rois du désert",https://www.jpbox-office.com/fichfilm.php?id=2752&view=2
,140 000 000 $,,Etats-Unis,  20/07/2016,"
                                    Steven Spielberg",322 157,,Fantasy,,,"
                Metropolitan","
                            Le Bon gros géant",https://www.jpbox-office.com/fichfilm.php?id=15606&view=2
"
                            Dany Boon",140 000 000 $,John Williams,Etats-Unis,  20/07/2016,"
                                    Steven Spielberg",322 157,,Fantasy,Steven Spielberg,,"
                Metropolitan","
                            Le Bon gros géant",https://www.jpbox-office.com/fichfilm.php?id=15606&view=2
,80 000 000 $,,Etats-Unis,  08/06/2005,"
                                    Sydney Pollack",322 469,,Thriller,,,"
                Mars Distribution","
                            L'Interprète",https://www.jpbox-office.com/fichfilm.php?id=745&view=2
,6 314 300 €,,France,  22/12/2010,,321 969,,Romance,,,"
                Studiocanal","
                            Les Emotifs anonymes",https://www.jpbox-office.com/fichfilm.php?id=11711&view=2
"
                            Nicole Kidman,
                            Yvan Attal,
                            Sean Penn",80 000 000 $,James Newton Howard,Etats-Unis,  08/06/2005,"
                                    Sydney Pollack",322 469,,Thriller,,,"
                Mars Distribution","
                            L'Interprète",https://www.jpbox-office.com/fichfilm.php?id=745&view=2
,3 986 834 €,,France,  09/10/2013,,323 457,,Comédie dramatique,,,"
                Wild Bunch","
                            La Vie d'Adèle",https://www.jpbox-office.com/fichfilm.php?id=13616&view=2
"
                            Adèle Exarchopoulos,
                            Léa Seydoux",3 986 834 €,,France,  09/10/2013,,323 457,,Comédie dramatique,,,"
                Wild Bunch","
                            La Vie d'Adèle",https://www.jpbox-office.com/fichfilm.php?id=13616&view=2
,16 987 760 €,,France,  06/11/2013,,323 245,,Drame,,,"
                Gaumont","
                            En Solitaire",https://www.jpbox-office.com/fichfilm.php?id=13017&view=2
"
                            François Cluzet,
                            Virginie Efira,
                            Guillaume Canet",16 987 760 €,,France,  06/11/2013,,323 245,,Drame,,,"
                Gaumont","
                            En Solitaire",https://www.jpbox-office.com/fichfilm.php?id=13017&view=2
,42 000 000 $,,Etats-Unis,  15/09/1993,"
                                    Sydney Pollack",323 950,,Thriller,,,"
                UIP","
                            La Firme",https://www.jpbox-office.com/fichfilm.php?id=4546&view=2
,95 000 000 $,,Etats-Unis,  28/01/2009,"
                                    Bryan Singer",324 090,,Thriller,,,"
                TFM Distribution","
                            Walkyrie",https://www.jpbox-office.com/fichfilm.php?id=9831&view=2
"
                            Tom Cruise,
                            Kenneth Branagh",95 000 000 $,,Etats-Unis,  28/01/2009,"
                                    Bryan Singer",324 090,,Thriller,,,"
                TFM Distribution","
                            Walkyrie",https://www.jpbox-office.com/fichfilm.php?id=9831&view=2
,60 000 000 $,,Etats-Unis,  22/09/1999,"
                                    John McTiernan",324 195,,Aventure - Action,,Remake,"
                UIP","
                            Thomas Crown",https://www.jpbox-office.com/fichfilm.php?id=2757&view=2
,29 616 354 €,,France,  03/03/2010,"
                                    Roman Polanski",323 969,,Thriller,,,"
                Pathé","
                            The Ghost Writer",https://www.jpbox-office.com/fichfilm.php?id=11143&view=2
,10 000 000 $,,Etats-Unis,  27/06/2001,,312 115,,Horreur,,,"
                Warner Bros.","
                            Mortelle Saint-Valentin",https://www.jpbox-office.com/fichfilm.php?id=2138&view=2
,82 000 000 $,,Etats-Unis,  20/12/2000,"
                                    Roger Spottiswoode",312 394,,Science Fiction,,,"
                Columbia","
                            A l'aube du sixième jour",https://www.jpbox-office.com/fichfilm.php?id=2433&view=2
,60 000 000 $,,Etats-Unis,  01/03/2000,"
                                    Frank Darabont",312 772,,Drame,,,"
                UIP","
                            La Ligne verte",https://www.jpbox-office.com/fichfilm.php?id=2725&view=2
,10 800 000 $,,Etats-Unis,  05/11/2008,,312 943,Franchise,Horreur,,,"
                Metropolitan","
                            Saw V",https://www.jpbox-office.com/fichfilm.php?id=9964&view=2
"
                            Robert De Niro,
                            Kurt Russell",,Hans Zimmer,Etats-Unis,  25/09/1991,"
                                    Ron Howard",313 777,,Aventure - Action,Brian Grazer,,"
                UIP","
                            Backdraft",https://www.jpbox-office.com/fichfilm.php?id=5053&view=2
"
                            Robert De Niro,
                            Kurt Russell",35 000 000 $,Hans Zimmer,Etats-Unis,  25/09/1991,"
                                    Ron Howard",313 777,,Aventure - Action,Brian Grazer,,"
                UIP","
                            Backdraft",https://www.jpbox-office.com/fichfilm.php?id=5053&view=2
,70 000 000 $,,Etats-Unis,  01/10/2014,,313 301,,Fantasy,,,"
                Universal","
                            Dracula Untold",https://www.jpbox-office.com/fichfilm.php?id=14481&view=2
,11 791 991 €,,France,  09/10/2019,"
                                    Nicolas Vanier",313 479,,Aventure - Action,,,"
                SND","
                            Donne-moi des ailes",https://www.jpbox-office.com/fichfilm.php?id=19630&view=2
,38 000 000 $,,Etats-Unis,  12/05/1993,"
                                    Adrian Lyne",312 849,,Drame,,,"
                UIP","
                            Proposition indécente",https://www.jpbox-office.com/fichfilm.php?id=4542&view=2
,4 420 000 €,,France,  15/12/1999,,313 913,,Aventure - Action,,,"
                Bac Films","
                            Himalaya, l'enfance d'un chef",https://www.jpbox-office.com/fichfilm.php?id=2716&view=2
,55 000 000 $,,Etats-Unis,  23/09/2015,,313 160,,Thriller,,,"
                Universal","
                            Everest (2015)",https://www.jpbox-office.com/fichfilm.php?id=14954&view=2
,120 000 000 $,,Etats-Unis,  16/10/2002,"
                                    Rob Minkoff",313 926,Franchise,Film familial,,,"
                Columbia","
                            Stuart Little 2",https://www.jpbox-office.com/fichfilm.php?id=1760&view=2
,20 000 000 $,,Etats-Unis,  27/10/2010,,308 290,,Thriller,,,"
                Mars Distribution","
                            The American",https://www.jpbox-office.com/fichfilm.php?id=11260&view=2
"
                            Brendan Fraser",,,Etats-Unis,  16/07/2008,,307 782,,Aventure - Action,,,"
                Metropolitan","
                            Voyage au centre de la Terre - 3D",https://www.jpbox-office.com/fichfilm.php?id=10088&view=2
