actors,budget,compositor,country,date,director,first_week_entries,franchise,genre,producer,remake,studio,title,url
"
                            Léa Drucker",? €,,France,  12/02/2020,,26 695,,Drame,,,"
                Sophie Dulac","
                            Deux (2020)",https://www.jpbox-office.com/fichfilm.php?id=20185&view=2
"
                            Geoffrey Rush,
                            Joaquin Phoenix,
                            Kate Winslet,
                            Michael Caine",,,Etats-Unis,  21/03/2001,,26 167,,Drame,,,"
                UFD","
                            Quills, la plume et le sang",https://www.jpbox-office.com/fichfilm.php?id=2613&view=2
"
                            Geoffrey Rush,
                            Joaquin Phoenix,
                            Kate Winslet,
                            Michael Caine",? $,,Etats-Unis,  21/03/2001,,26 167,,Drame,,,"
                UFD","
                            Quills, la plume et le sang",https://www.jpbox-office.com/fichfilm.php?id=2613&view=2
,6 640 000 €,,France,  26/04/2006,,26 180,,Drame,,,"
                Gémini Films","
                            Klimt",https://www.jpbox-office.com/fichfilm.php?id=541&view=2
"
                            Penelope Cruz",,,Italie,  05/01/2005,,26 221,,Drame,,,"
                EuropaCorp","
                            A corps perdus",https://www.jpbox-office.com/fichfilm.php?id=1274&view=2
"
                            Penelope Cruz",? $,,Italie,  05/01/2005,,26 221,,Drame,,,"
                EuropaCorp","
                            A corps perdus",https://www.jpbox-office.com/fichfilm.php?id=1274&view=2
"
                            John Malkovich",6 640 000 €,,France,  26/04/2006,,26 180,,Drame,,,"
                Gémini Films","
                            Klimt",https://www.jpbox-office.com/fichfilm.php?id=541&view=2
,? $,,Etats-Unis,  15/04/2009,"
                                    Jonathan Demme",25 792,,Comédie dramatique,,,"
                Sony Pictures","
                            Rachel se marie",https://www.jpbox-office.com/fichfilm.php?id=10438&view=2
"
                            Charlize Theron,
                            Frances McDormand",,,Etats-Unis,  08/02/2006,,25 794,,Science Fiction,,,"
                UIP","
                            Aeon Flux",https://www.jpbox-office.com/fichfilm.php?id=947&view=2
,? $,,Etats-Unis,  10/02/2016,,25 790,,Drame,,,"
                Bac Films","
                            Free Love",https://www.jpbox-office.com/fichfilm.php?id=15452&view=2
,? $,,Espagne,  31/03/2010,,25 788,,Drame,,,"
                Quinta Distribution","
                            Manolete",https://www.jpbox-office.com/fichfilm.php?id=11180&view=2
"
                            Charlize Theron,
                            Frances McDormand",62 000 000 $,,Etats-Unis,  08/02/2006,,25 794,,Science Fiction,,,"
                UIP","
                            Aeon Flux",https://www.jpbox-office.com/fichfilm.php?id=947&view=2
"
                            Adrien Brody,
                            Penelope Cruz",? $,,Espagne,  31/03/2010,,25 788,,Drame,,,"
                Quinta Distribution","
                            Manolete",https://www.jpbox-office.com/fichfilm.php?id=11180&view=2
"
                            Anne Hathaway",? $,,Etats-Unis,  15/04/2009,"
                                    Jonathan Demme",25 792,,Comédie dramatique,,,"
                Sony Pictures","
                            Rachel se marie",https://www.jpbox-office.com/fichfilm.php?id=10438&view=2
"
                            Julianne Moore,
                            Ellen Page,
                            Steve Carell",? $,Hans Zimmer,Etats-Unis,  10/02/2016,,25 790,,Drame,,,"
                Bac Films","
                            Free Love",https://www.jpbox-office.com/fichfilm.php?id=15452&view=2
,25 000 000 $,,Japon,  08/10/2008,,25 808,,Drame,,,"
                Pathé","
                            Blindness",https://www.jpbox-office.com/fichfilm.php?id=10245&view=2
,14 750 302 €,,Grande-Bretagne,  23/11/2016,,25 870,,Drame,,,"
                Pathé","
                            Seul dans Berlin",https://www.jpbox-office.com/fichfilm.php?id=16442&view=2
"
                            Brendan Gleeson,
                            Emma Thompson",14 750 302 €,Alexandre Desplat,Grande-Bretagne,  23/11/2016,,25 870,,Drame,,,"
                Pathé","
                            Seul dans Berlin",https://www.jpbox-office.com/fichfilm.php?id=16442&view=2
"
                            Sam Neill",,,Australie,  30/08/2023,,25 332,,Animation,,,"
                Alba Longa","
                            Le Rêve de Daisy",https://www.jpbox-office.com/fichfilm.php?id=21453&view=2
"
                            Sam Neill",? $,,Australie,  30/08/2023,,25 332,,Animation,,,"
                Alba Longa","
                            Le Rêve de Daisy",https://www.jpbox-office.com/fichfilm.php?id=21453&view=2
,62 000 000 $,,Etats-Unis,  01/08/2001,,24 968,,Thriller,,,"
                Warner Bros.","
                            Destination: Graceland",https://www.jpbox-office.com/fichfilm.php?id=2286&view=2
"
                            Kevin Costner,
                            Courteney Cox,
                            Kurt Russell,
                            Christian Slater",62 000 000 $,,Etats-Unis,  01/08/2001,,24 968,,Thriller,,,"
                Warner Bros.","
                            Destination: Graceland",https://www.jpbox-office.com/fichfilm.php?id=2286&view=2
"
                            Léa Drucker",,,France,  15/12/2021,,24 517,,Comédie dramatique,,,"
                Diaphana","
                            Chère Léa",https://www.jpbox-office.com/fichfilm.php?id=21654&view=2
"
                            Léa Drucker",43 908 ,,France,  15/12/2021,,24 517,,Comédie dramatique,,,"
                Diaphana","
                            Chère Léa",https://www.jpbox-office.com/fichfilm.php?id=21654&view=2
,27 500 000 $,,Etats-Unis,  24/06/2015,,24 573,,Comédie,,,"
                Warner Bros.","
                            Entourage",https://www.jpbox-office.com/fichfilm.php?id=15155&view=2
"
                            Tea Leoni,
                            Luke Wilson,
                            Bill Pullman",,,Etats-Unis,  25/07/2007,,24 653,,Comédie,,,"
                Metropolitan","
                            You Kill Me",https://www.jpbox-office.com/fichfilm.php?id=9704&view=2
"
                            Tea Leoni,
                            Luke Wilson,
                            Bill Pullman",4 000 000 $,,Etats-Unis,  25/07/2007,,24 653,,Comédie,,,"
                Metropolitan","
                            You Kill Me",https://www.jpbox-office.com/fichfilm.php?id=9704&view=2
"
                            Billy Bob Thornton",27 500 000 $,,Etats-Unis,  24/06/2015,,24 573,,Comédie,,,"
                Warner Bros.","
                            Entourage",https://www.jpbox-office.com/fichfilm.php?id=15155&view=2
"
                            Jonathan Rhys Meyers,
                            Patrick Bruel",,,France,  16/01/2019,,24 230,,Drame,,,"
                Studiocanal","
                            Holy Lands",https://www.jpbox-office.com/fichfilm.php?id=18858&view=2
"
                            Jonathan Rhys Meyers,
                            Patrick Bruel",? €,,France,  16/01/2019,,24 230,,Drame,,,"
                Studiocanal","
                            Holy Lands",https://www.jpbox-office.com/fichfilm.php?id=18858&view=2
,80 000 000 $,,Etats-Unis,  01/11/2022,"
                                    David O. Russell",24 277,,Thriller,,,"
                Walt Disney Pictures","
                            Amsterdam",https://www.jpbox-office.com/fichfilm.php?id=22219&view=2
"
                            Jeff Daniels,
                            Jesse Eisenberg",,,Etats-Unis,  12/07/2006,,23 831,,Comédie,,,"
                Gaumont Sony","
                            Les Berkman se séparent",https://www.jpbox-office.com/fichfilm.php?id=927&view=2
"
                            Jeff Daniels,
                            Jesse Eisenberg",1 500 000 $,,Etats-Unis,  12/07/2006,,23 831,,Comédie,,,"
                Gaumont Sony","
                            Les Berkman se séparent",https://www.jpbox-office.com/fichfilm.php?id=927&view=2
"
                            Leonardo DiCaprio,
                            Johnny Depp,
                            John C. Reilly",,,Etats-Unis,  06/04/1994,"
                                    Lasse Hallstrom",23 856,,Comédie dramatique,,,"
                UGC Distribution","
                            Gilbert Grape",https://www.jpbox-office.com/fichfilm.php?id=4654&view=2
"
                            Leonardo DiCaprio,
                            Johnny Depp,
                            John C. Reilly",11 000 000 $,,Etats-Unis,  06/04/1994,"
                                    Lasse Hallstrom",23 856,,Comédie dramatique,,,"
                UGC Distribution","
                            Gilbert Grape",https://www.jpbox-office.com/fichfilm.php?id=4654&view=2
"
                            Charles Berling",,,Suisse,  20/02/2013,,23 880,,Documentaire,,,"
                Jour2Fête","
                            Des Abeilles et des Hommes",https://www.jpbox-office.com/fichfilm.php?id=13427&view=2
"
                            Charles Berling",? $,,Suisse,  20/02/2013,,23 880,,Documentaire,,,"
                Jour2Fête","
                            Des Abeilles et des Hommes",https://www.jpbox-office.com/fichfilm.php?id=13427&view=2
"
                            Ethan Hawke,
                            Kristin Scott Thomas",,,France,  16/11/2011,,23 602,,Thriller,,,"
                Haut et Court","
                            La Femme du Vème",https://www.jpbox-office.com/fichfilm.php?id=12323&view=2
"
                            Ethan Hawke,
                            Kristin Scott Thomas",? €,,France,  16/11/2011,,23 602,,Thriller,,,"
                Haut et Court","
                            La Femme du Vème",https://www.jpbox-office.com/fichfilm.php?id=12323&view=2
,22 000 000 $,,Etats-Unis,  12/09/2001,"
                                    Dennis Dugan",22 938,,Romance,,,"
                -","
                            Diablesse",https://www.jpbox-office.com/fichfilm.php?id=2299&view=2
"
                            Jack Black",22 000 000 $,,Etats-Unis,  12/09/2001,"
                                    Dennis Dugan",22 938,,Romance,Neal H. Moritz,,"
                -","
                            Diablesse",https://www.jpbox-office.com/fichfilm.php?id=2299&view=2
,60 000 000 $,,Etats-Unis,  23/12/2009,,23 104,,Drame,,,"
                Studiocanal","
                            Le Soliste",https://www.jpbox-office.com/fichfilm.php?id=10413&view=2
,? $,,Allemagne,  18/10/2023,"
                                    Win Wenders",23 002,,Documentaire,,,"
                Films du Losange","
                            Anselm (Le Bruit du temps)",https://www.jpbox-office.com/fichfilm.php?id=23213&view=2
"
                            Mathieu Amalric",,,France,  20/02/2002,,23 080,,Comédie dramatique,,,"
                Films du Losange","
                            Lundi matin",https://www.jpbox-office.com/fichfilm.php?id=18425&view=2
"
                            Mathieu Amalric",? €,,France,  20/02/2002,,23 080,,Comédie dramatique,,,"
                Films du Losange","
                            Lundi matin",https://www.jpbox-office.com/fichfilm.php?id=18425&view=2
,,,Grande-Bretagne,  20/07/2011,"
                                    Michael Winterbottom",23 155,,Comédie,,,"
                Ad vitam","
                            The Trip",https://www.jpbox-office.com/fichfilm.php?id=12227&view=2
,? $,,Grande-Bretagne,  20/07/2011,"
                                    Michael Winterbottom",23 155,,Comédie,,,"
                Ad vitam","
                            The Trip",https://www.jpbox-office.com/fichfilm.php?id=12227&view=2
,? $,,Allemagne,  18/10/2023,"
                                    Win Wenders",23 002,,Documentaire,,,"
                Films du Losange","
                            Anselm (Le Bruit du temps)",https://www.jpbox-office.com/fichfilm.php?id=23213&view=2
"
                            Robert Downey Jr,
                            Jamie Foxx",60 000 000 $,,Etats-Unis,  23/12/2009,,23 104,,Drame,,,"
                Studiocanal","
                            Le Soliste",https://www.jpbox-office.com/fichfilm.php?id=10413&view=2
,18 000 000 $,,Etats-Unis,  11/03/1998,"
                                    Ang Lee",22 651,,Drame,,,"
                MK2 Diffusion","
                            Ice Storm",https://www.jpbox-office.com/fichfilm.php?id=3525&view=2
,? $,,Italie,  27/02/2019,"
                                    Nanni Moretti",22 647,,Documentaire,,,"
                Le Pacte","
                            Santiago, Italia",https://www.jpbox-office.com/fichfilm.php?id=18837&view=2
"
                            Kevin Kline,
                            Sigourney Weaver,
                            Tobey Maguire,
                            Christina Ricci,
                            Elijah Wood",18 000 000 $,,Etats-Unis,  11/03/1998,"
                                    Ang Lee",22 651,,Drame,,,"
                MK2 Diffusion","
                            Ice Storm",https://www.jpbox-office.com/fichfilm.php?id=3525&view=2
,? €,,Israël,  10/09/2014,,22 252,,Drame,,Remake,"
                Haut et Court","
                            L'Institutrice",https://www.jpbox-office.com/fichfilm.php?id=14522&view=2
,? $,,Palestine,  15/09/2010,"
                                    Julian Schnabel",22 348,,Drame,,,"
                Pathé","
                            Miral",https://www.jpbox-office.com/fichfilm.php?id=11654&view=2
,? $,,Palestine,  15/09/2010,"
                                    Julian Schnabel",22 348,,Drame,,,"
                Pathé","
                            Miral",https://www.jpbox-office.com/fichfilm.php?id=11654&view=2
"
                            Nathalie Baye,
                            Oliver Gourmet",,,France,  07/03/2007,,21 790,,Drame,,,"
                Studiocanal","
                            Mon fils à moi",https://www.jpbox-office.com/fichfilm.php?id=108&view=2
,,,France,  07/07/2010,"
                                    Olivier Assayas",21 794,,Thriller,,,"
                MK2 Diffusion","
                            Carlos",https://www.jpbox-office.com/fichfilm.php?id=11429&view=2
,18 000 000 €,,France,  07/07/2010,"
                                    Olivier Assayas",21 794,,Thriller,,,"
                MK2 Diffusion","
                            Carlos",https://www.jpbox-office.com/fichfilm.php?id=11429&view=2
,56 666 ,,France,  05/09/2007,"
                                    Eric Rohmer",21 842,,Romance,,,"
                Rezo Films","
                            Les Amours d'Astrée et de Celadon",https://www.jpbox-office.com/fichfilm.php?id=9724&view=2
,? $,,Etats-Unis,  10/12/2014,"
                                    Jason Reitman",21 894,,Drame,,,"
                Paramount","
                            Men, Women & Children",https://www.jpbox-office.com/fichfilm.php?id=14519&view=2
,3 200 000 €,,France,  02/11/2005,,21 925,,Drame,,,"
                Rezo Films","
                            J'ai vu tuer Ben Barka",https://www.jpbox-office.com/fichfilm.php?id=931&view=2
"
                            Nathalie Baye,
                            Oliver Gourmet",31 360 ,,France,  07/03/2007,,21 790,,Drame,,,"
                Studiocanal","
                            Mon fils à moi",https://www.jpbox-office.com/fichfilm.php?id=108&view=2
,? $,,Etats-Unis,  02/08/1995,"
                                    Bill Condon",21 978,Franchise,Horreur,,,"
                -","
                            Candyman 2",https://www.jpbox-office.com/fichfilm.php?id=4133&view=2
"
                            Jennifer Garner,
                            Adam Sandler,
                            Timothée Chalamet",? $,,Etats-Unis,  10/12/2014,"
                                    Jason Reitman",21 894,,Drame,,,"
                Paramount","
                            Men, Women & Children",https://www.jpbox-office.com/fichfilm.php?id=14519&view=2
"
                            Charles Berling,
                            Mathieu Amalric,
                            Josiane Balasko",3 200 000 €,,France,  02/11/2005,,21 925,,Drame,,,"
                Rezo Films","
                            J'ai vu tuer Ben Barka",https://www.jpbox-office.com/fichfilm.php?id=931&view=2
,? €,,France,  28/10/2009,,21 978,,Animation,,,"
                Gébéka","
                            Panique au village",https://www.jpbox-office.com/fichfilm.php?id=10943&view=2
,? $,,Grande-Bretagne,  04/10/2023,,21 941,,Drame,,,"
                Condor Distribution","
                            Entre les lignes",https://www.jpbox-office.com/fichfilm.php?id=21604&view=2
"
                            Colin Firth",? $,,Grande-Bretagne,  04/10/2023,,21 941,,Drame,,,"
                Condor Distribution","
                            Entre les lignes",https://www.jpbox-office.com/fichfilm.php?id=21604&view=2
"
                            Benoît Poelvoorde",? €,,France,  28/10/2009,,21 978,,Animation,,,"
                Gébéka","
                            Panique au village",https://www.jpbox-office.com/fichfilm.php?id=10943&view=2
,56 666 ,,France,  05/09/2007,"
                                    Eric Rohmer",21 842,,Romance,,,"
                Rezo Films","
                            Les Amours d'Astrée et de Celadon",https://www.jpbox-office.com/fichfilm.php?id=9724&view=2
,? $,,Etats-Unis,  02/08/1995,"
                                    Bill Condon",21 978,Franchise,Horreur,,,"
                -","
                            Candyman 2",https://www.jpbox-office.com/fichfilm.php?id=4133&view=2
,65 000 000 $,,Etats-Unis,  19/11/2008,,21 139,,Comédie,,,"
                Sony Pictures","
                            Frangins malgré eux",https://www.jpbox-office.com/fichfilm.php?id=10001&view=2
"
                            Kristin Scott Thomas,
                            Cillian Murphy",,,Grande-Bretagne,  13/09/2017,,21 193,,Comédie dramatique,,,"
                Eurozoom","
                            The Party (2017)",https://www.jpbox-office.com/fichfilm.php?id=17286&view=2
"
                            Benoît Poelvoorde,
                            Roschdy Zem",,,France,  07/01/2015,"
                                    Xavier Beauvois",21 196,,Comédie dramatique,,,"
                Mars Distribution","
                            La Rançon de la Gloire",https://www.jpbox-office.com/fichfilm.php?id=14842&view=2
"
                            Kristin Scott Thomas,
                            Cillian Murphy",? $,,Grande-Bretagne,  13/09/2017,,21 193,,Comédie dramatique,,,"
                Eurozoom","
                            The Party (2017)",https://www.jpbox-office.com/fichfilm.php?id=17286&view=2
"
                            Benoît Poelvoorde,
                            Roschdy Zem",8 111 731 €,,France,  07/01/2015,"
                                    Xavier Beauvois",21 196,,Comédie dramatique,,,"
                Mars Distribution","
                            La Rançon de la Gloire",https://www.jpbox-office.com/fichfilm.php?id=14842&view=2
,39 098 ,,France,  16/11/2022,,21 203,,Drame,,,"
                Jour2Fête","
                            Plus que jamais",https://www.jpbox-office.com/fichfilm.php?id=22431&view=2
"
                            Gaspard Ulliel",39 098 ,,France,  16/11/2022,,21 203,,Drame,,,"
                Jour2Fête","
                            Plus que jamais",https://www.jpbox-office.com/fichfilm.php?id=22431&view=2
,13 300 000 $,,Danemark,  02/07/2003,,21 171,,Romance,,,"
                -","
                            It's All About Love",https://www.jpbox-office.com/fichfilm.php?id=1637&view=2
"
                            Joaquin Phoenix,
                            Sean Penn",13 300 000 $,,Danemark,  02/07/2003,,21 171,,Romance,,,"
                -","
                            It's All About Love",https://www.jpbox-office.com/fichfilm.php?id=1637&view=2
"
                            Will Ferrell,
                            John C. Reilly,
                            Seth Rogen",65 000 000 $,,Etats-Unis,  19/11/2008,,21 139,,Comédie,Judd Apatow,,"
                Sony Pictures","
                            Frangins malgré eux",https://www.jpbox-office.com/fichfilm.php?id=10001&view=2
"
                            Ben Affleck,
                            Jennifer Lopez,
                            Al Pacino,
                            Christopher Walken",,,Etats-Unis,  12/11/2003,"
                                    Martin Brest",21 242,,Thriller,,,"
                -","
                            Amours troubles",https://www.jpbox-office.com/fichfilm.php?id=1645&view=2
,? $,,Etats-Unis,  01/01/2014,"
                                    Ryan Coogler",20 720,,Drame,,,"
                ARP Selection","
                            Fruitvale Station",https://www.jpbox-office.com/fichfilm.php?id=13680&view=2
"
                            Michael B. Jordan",? $,,Etats-Unis,  01/01/2014,"
                                    Ryan Coogler",20 720,,Drame,,,"
                ARP Selection","
                            Fruitvale Station",https://www.jpbox-office.com/fichfilm.php?id=13680&view=2
"
                            Ben Affleck,
                            Jennifer Lopez,
                            Al Pacino,
                            Christopher Walken",54 000 000 $,,Etats-Unis,  12/11/2003,"
                                    Martin Brest",21 242,,Thriller,,,"
                -","
                            Amours troubles",https://www.jpbox-office.com/fichfilm.php?id=1645&view=2
,? $,,Etats-Unis,  25/02/2009,,20 474,,Comédie,,,"
                EuropaCorp","
                            Miss Pettigrew",https://www.jpbox-office.com/fichfilm.php?id=10125&view=2
,? $,,Mexique,  02/05/2012,,20 531,,Drame,,Remake,"
                Ad vitam","
                            Miss Bala",https://www.jpbox-office.com/fichfilm.php?id=12819&view=2
"
                            Amy Adams,
                            Frances McDormand",? $,,Etats-Unis,  25/02/2009,,20 474,,Comédie,,,"
                EuropaCorp","
                            Miss Pettigrew",https://www.jpbox-office.com/fichfilm.php?id=10125&view=2
"
                            Léa Drucker",,,France,  27/03/2019,,20 563,,Drame,,,"
                SBS Distribution","
                            Synonymes",https://www.jpbox-office.com/fichfilm.php?id=19115&view=2
,? $,,Etats-Unis,  19/10/2016,,20 594,,Comédie dramatique,,,"
                ARP Selection","
                            Le Teckel",https://www.jpbox-office.com/fichfilm.php?id=15901&view=2
"
                            Léa Drucker",2 920 000 €,,France,  27/03/2019,,20 563,,Drame,,,"
                SBS Distribution","
                            Synonymes",https://www.jpbox-office.com/fichfilm.php?id=19115&view=2
"
                            Danny DeVito",? $,,Etats-Unis,  19/10/2016,,20 594,,Comédie dramatique,,,"
                ARP Selection","
                            Le Teckel",https://www.jpbox-office.com/fichfilm.php?id=15901&view=2
,? $,,Etats-Unis,  08/06/2005,,20 300,,Comédie,,,"
                Metropolitan","
                            A dirty shame",https://www.jpbox-office.com/fichfilm.php?id=14638&view=2
"
                            Johnny Knoxville",? $,,Etats-Unis,  08/06/2005,,20 300,,Comédie,,,"
                Metropolitan","
                            A dirty shame",https://www.jpbox-office.com/fichfilm.php?id=14638&view=2
,? $,,Etats-Unis,  27/04/2016,"
                                    Gus Van Sant",20 069,,Drame,,,"
                SND","
                            Nos souvenirs",https://www.jpbox-office.com/fichfilm.php?id=15795&view=2
"
                            Matthew McConaughey,
                            Naomi Watts",? $,,Etats-Unis,  27/04/2016,"
                                    Gus Van Sant",20 069,,Drame,,,"
                SND","
                            Nos souvenirs",https://www.jpbox-office.com/fichfilm.php?id=15795&view=2
"
                            Josh Brolin,
                            Samuel L. Jackson",,,Etats-Unis,  01/01/2014,"
                                    Spike Lee",20 083,,Thriller,,Remake,"
                Universal","
                            Old Boy (2013)",https://www.jpbox-office.com/fichfilm.php?id=13098&view=2
"
                            Josh Brolin,
                            Samuel L. Jackson",30 000 000 $,,Etats-Unis,  01/01/2014,"
                                    Spike Lee",20 083,,Thriller,,Remake,"
                Universal","
                            Old Boy (2013)",https://www.jpbox-office.com/fichfilm.php?id=13098&view=2
"
                            Tahar Rahim,
                            Karim Leklou",,,France,  04/07/2018,,20 073,,Thriller,,,"
                Bac Films","
                            Joueurs",https://www.jpbox-office.com/fichfilm.php?id=18222&view=2
"
                            Tahar Rahim,
                            Karim Leklou",? €,,France,  04/07/2018,,20 073,,Thriller,,,"
                Bac Films","
                            Joueurs",https://www.jpbox-office.com/fichfilm.php?id=18222&view=2
,31 000 000 $,,Etats-Unis,  16/01/2002,,19 642,,Comédie dramatique,,,"
                Warner Bros.","
                            Cœurs perdus en Attantide",https://www.jpbox-office.com/fichfilm.php?id=2303&view=2
"
                            Anthony Hopkins",31 000 000 $,,Etats-Unis,  16/01/2002,,19 642,,Comédie dramatique,,,"
                Warner Bros.","
                            Cœurs perdus en Attantide",https://www.jpbox-office.com/fichfilm.php?id=2303&view=2
"
                            Christian Slater,
                            Robin Williams",,Alan Silvestri,Etats-Unis,  13/01/1993,,19 200,,Animation,,,"
                20th Century Fox","
                            Les Aventures de Zak et Crysta dans la forêt de FernGully",https://www.jpbox-office.com/fichfilm.php?id=4877&view=2
"
                            Christian Slater,
                            Robin Williams",? $,Alan Silvestri,Etats-Unis,  13/01/1993,,19 200,,Animation,,,"
                20th Century Fox","
                            Les Aventures de Zak et Crysta dans la forêt de FernGully",https://www.jpbox-office.com/fichfilm.php?id=4877&view=2
,51 128 ,,Israël,  12/01/2005,,19 217,,Drame,,,"
                Ad vitam","
                            Terre promise",https://www.jpbox-office.com/fichfilm.php?id=19450&view=2
,6 000 000 $,,Australie,  23/04/2003,"
                                    Philip Noyce",19 231,,Drame,,,"
                -","
                            Le Chemin de la liberté",https://www.jpbox-office.com/fichfilm.php?id=1963&view=2
"
                            Kenneth Branagh",6 000 000 $,,Australie,  23/04/2003,"
                                    Philip Noyce",19 231,,Drame,,,"
                -","
                            Le Chemin de la liberté",https://www.jpbox-office.com/fichfilm.php?id=1963&view=2
"
                            Rosamund Pike",51 128 ,,Israël,  12/01/2005,,19 217,,Drame,,,"
                Ad vitam","
                            Terre promise",https://www.jpbox-office.com/fichfilm.php?id=19450&view=2
,,,Mexique,  29/09/1993,"
                                    Robert Rodriguez",18 762,,Western,,,"
                -","
                            El Mariachi",https://www.jpbox-office.com/fichfilm.php?id=4661&view=2
,9 000 000 $,,Etats-Unis,  27/09/2017,,18 785,,Drame,,,"
                Metropolitan","
                            Le Château de verre (2017)",https://www.jpbox-office.com/fichfilm.php?id=17253&view=2
,7 000 $,,Mexique,  29/09/1993,"
                                    Robert Rodriguez",18 762,,Western,,,"
                -","
                            El Mariachi",https://www.jpbox-office.com/fichfilm.php?id=4661&view=2
"
                            Camille Cottin",,,France,  06/10/2021,,19 278,,Drame,,,"
                Bac Films","
                            Mon légionnaire",https://www.jpbox-office.com/fichfilm.php?id=21443&view=2
"
                            Woody Harrelson,
                            Naomi Watts",9 000 000 $,,Etats-Unis,  27/09/2017,,18 785,,Drame,,,"
                Metropolitan","
                            Le Château de verre (2017)",https://www.jpbox-office.com/fichfilm.php?id=17253&view=2
"
                            Camille Cottin",? €,,France,  06/10/2021,,19 278,,Drame,,,"
                Bac Films","
                            Mon légionnaire",https://www.jpbox-office.com/fichfilm.php?id=21443&view=2
"
                            Michael Douglas",,,Etats-Unis,  12/09/2007,,18 825,,Comédie dramatique,,,"
                Metropolitan","
                            King of California",https://www.jpbox-office.com/fichfilm.php?id=9702&view=2
"
                            Michael Douglas",? $,,Etats-Unis,  12/09/2007,,18 825,,Comédie dramatique,,,"
                Metropolitan","
                            King of California",https://www.jpbox-office.com/fichfilm.php?id=9702&view=2
"
                            Antonio Banderas,
                            Meg Ryan",,,Etats-Unis,  05/11/2008,,18 363,,Comédie,,,"
                Colifilms","
                            Mon espion préféré",https://www.jpbox-office.com/fichfilm.php?id=10218&view=2
"
                            Antonio Banderas,
                            Meg Ryan",25 000 000 $,,Etats-Unis,  05/11/2008,,18 363,,Comédie,,,"
                Colifilms","
                            Mon espion préféré",https://www.jpbox-office.com/fichfilm.php?id=10218&view=2
,? $,,Grande-Bretagne,  31/01/2007,,18 089,,Drame,,,"
                MK2 Diffusion","
                            Snow Cake",https://www.jpbox-office.com/fichfilm.php?id=571&view=2
"
                            Jennifer Connelly,
                            Dakota Fanning,
                            Ewan McGregor",,Alexandre Desplat,Etats-Unis,  28/12/2016,,18 114,,Drame,,,"
                Mars Distribution","
                            American Pastoral",https://www.jpbox-office.com/fichfilm.php?id=16285&view=2
,? $,,Irlande,  29/10/2014,,18 123,,Romance,,,"
                SND","
                            Et (beaucoup) plus si affinités",https://www.jpbox-office.com/fichfilm.php?id=14442&view=2
"
                            Jennifer Connelly,
                            Dakota Fanning,
                            Ewan McGregor",? $,Alexandre Desplat,Etats-Unis,  28/12/2016,,18 114,,Drame,,,"
                Mars Distribution","
                            American Pastoral",https://www.jpbox-office.com/fichfilm.php?id=16285&view=2
,? $,,Norvège,  09/04/2003,,18 146,,Drame,,,"
                SND","
                            Dina",https://www.jpbox-office.com/fichfilm.php?id=1653&view=2
"
                            Daniel Radcliffe,
                            Adam Driver",? $,,Irlande,  29/10/2014,,18 123,,Romance,,,"
                SND","
                            Et (beaucoup) plus si affinités",https://www.jpbox-office.com/fichfilm.php?id=14442&view=2
"
                            Carrie-Anne Moss,
                            Alan Rickman,
                            Sigourney Weaver",? $,,Grande-Bretagne,  31/01/2007,,18 089,,Drame,,,"
                MK2 Diffusion","
                            Snow Cake",https://www.jpbox-office.com/fichfilm.php?id=571&view=2
,3 500 000 €,,France,  07/09/2016,,18 164,,Drame,,,"
                Diaphana","
                            Voir du pays",https://www.jpbox-office.com/fichfilm.php?id=16053&view=2
"
                            Karim Leklou",3 500 000 €,,France,  07/09/2016,,18 164,,Drame,,,"
                Diaphana","
                            Voir du pays",https://www.jpbox-office.com/fichfilm.php?id=16053&view=2
,8 820 000 €,,France,  08/10/2003,"
                                    Michael Haneke",18 187,,Drame,,,"
                Films du Losange","
                            Le Temps du loup",https://www.jpbox-office.com/fichfilm.php?id=1643&view=2
,60 000 000 $,,Etats-Unis,  15/12/2004,,18 148,,Comédie,,,"
                Gaumont Sony","
                            Un Noël de folie!",https://www.jpbox-office.com/fichfilm.php?id=1295&view=2
,? €,,Luxembourg,  30/03/2022,,18 155,,Animation,,,"
                Bac Films","
                            Icare",https://www.jpbox-office.com/fichfilm.php?id=21947&view=2
"
                            Tim Allen,
                            Jamie Lee Curtis,
                            Dan Aykroyd",60 000 000 $,,Etats-Unis,  15/12/2004,,18 148,,Comédie,,,"
                Gaumont Sony","
                            Un Noël de folie!",https://www.jpbox-office.com/fichfilm.php?id=1295&view=2
"
                            Camille Cottin",? €,,Luxembourg,  30/03/2022,,18 155,,Animation,,,"
                Bac Films","
                            Icare",https://www.jpbox-office.com/fichfilm.php?id=21947&view=2
"
                            Isabelle Huppert,
                            Béatrice Dalle,
                            Oliver Gourmet",8 820 000 €,,France,  08/10/2003,"
                                    Michael Haneke",18 187,,Drame,,,"
                Films du Losange","
                            Le Temps du loup",https://www.jpbox-office.com/fichfilm.php?id=1643&view=2
,? $,,Japon,  02/08/2023,,18 183,Franchise,Animation,,,"
                Eurozoom","
                            Détective Conan: le sous-marin noir",https://www.jpbox-office.com/fichfilm.php?id=22907&view=2
"
                            Michael Fassbender,
                            Brendan Gleeson",,,Etats-Unis,  01/03/2017,,17 770,,Thriller,,,"
                The Jokers / Les Bookmakers","
                            A ceux qui nous ont offensés",https://www.jpbox-office.com/fichfilm.php?id=16662&view=2
