film_id,date_sortie
tt0361467,"August 3, 2005"
tt8695030,"May 14, 2019"
tt8367814,"February 5, 2020"
tt0482571,"November 8, 2006"
tt24082438,"February 25, 2024"
tt0339291,"December 22, 2004"
tt31868189,No date found
tt3228774,"June 23, 2021"
tt0418763,"January 11, 2006"
tt0175142,"October 25, 2000"
tt0372784,"June 14, 2005"
tt14369780,"December 2, 2022"
tt1197624,"April 10, 2010"
tt0110367,"May 3, 1995"
tt6654210,"October 3, 2021"
tt16426418,"April 24, 2024"
tt0047296,"January 14, 1955"
tt0242653,"November 5, 2003"
tt2872718,"November 19, 2014"
tt0295700,"July 30, 2003"
tt8323668,"June 17, 2022"
tt3605418,"September 5, 2015"
tt0138097,"March 10, 1999"
tt0080761,"February 11, 1981"
tt4566758,"December 4, 2020"
tt19623240,No date found
tt7349950,"September 11, 2019"
tt3811906,"September 1, 2021"
tt2083383,"November 21, 2012"
tt1974419,"May 20, 2016"
tt14030816,No date found
tt0450259,"January 31, 2007"
tt4046784,"September 29, 2015"
tt0479884,"March 14, 2007"
tt17076046,"January 10, 2024"
tt0097523,"February 7, 1990"
tt0086320,No date found
tt2177771,"March 12, 2014"
tt0103776,"July 15, 1992"
tt0085970,"May 30, 1984"
tt21192142,"November 21, 2023"
tt0144084,"June 7, 2000"
tt7752126,"June 26, 2019"
tt1630029,"December 14, 2022"
tt0088258,"November 1, 2000"
tt0071615,May 1973
tt2381941,"March 25, 2015"
tt10954652,"July 21, 2021"
tt0485947,"January 13, 2010"
tt1637688,"November 23, 2011"
tt9411972,"August 17, 2022"
tt0112471,"March 29, 1995"
tt2752200,"May 16, 2013"
tt0119282,"November 26, 1997"
tt4520988,"November 20, 2019"
tt0250494,"December 12, 2001"
tt1131734,"October 21, 2009"
tt9071322,"February 26, 2020"
tt0119081,"May 6, 1998"
tt0091251,"September 16, 1987"
tt14439896,"August 29, 2022"
tt0059578,"September 30, 1966"
tt0117381,"June 5, 1996"
tt21335356,No date found
tt0092086,"July 1, 1987"
tt5606664,"October 30, 2019"
tt2312718,"January 8, 2014"
tt0113118,"March 7, 2001"
tt0099487,"April 10, 1991"
tt0455967,"November 1, 2006"
tt1650554,"August 21, 2013"
tt0887261,"October 11, 2023"
tt2316411,"August 27, 2014"
tt0110366,"February 22, 1995"
tt8093700,"September 28, 2022"
tt3741834,"October 10, 2016"
tt1879030,"September 14, 2011"
tt0075005,"November 17, 1976"
tt0083944,"March 2, 1983"
tt8179024,"August 25, 2020"
tt0091278,"June 25, 1986"
tt0240772,"February 6, 2002"
tt0358082,"April 6, 2005"
tt3682448,"December 2, 2015"
tt0112384,"November 8, 1995"
tt0417741,"July 15, 2009"
tt0397535,"March 1, 2006"
tt7945440,"October 6, 2020"
tt0230600,"October 22, 2001"
tt0090060,"September 25, 1985"
tt0102685,"August 28, 1991"
tt14407336,"February 7, 2024"
tt0302640,"July 2, 2004"
tt0139699,"August 11, 1999"
tt15009428,"January 31, 2024"
tt0316396,"February 1, 2004"
tt0099329,"May 23, 1990"
tt0082010,"November 4, 1981"
tt0120890,"June 24, 1998"
tt1397514,"February 15, 2012"
tt0163025,"August 8, 2001"
tt0120586,"March 3, 1999"
tt0448115,"April 3, 2019"
tt4332232,"October 11, 2019"
tt3731562,"March 8, 2017"
tt1727824,"October 31, 2018"
tt0103874,"January 13, 1993"
tt0107614,"February 9, 1994"
tt2737304,"December 21, 2018"
tt4244994,"October 13, 2021"
tt0167260,"December 17, 2003"
tt5112584,"October 9, 2024"
tt0120812,"January 27, 1999"
tt0453467,"December 13, 2006"
tt1758830,"March 13, 2013"
tt0029583,"May 6, 1938"
tt5834410,No date found
tt1502712,"August 5, 2015"
tt21383812,"March 29, 2024"
tt0091419,"June 3, 1987"
tt0327597,"June 10, 2009"
tt0250797,"June 5, 2002"
tt12349832,No date found
tt0083131,"March 31, 1982"
tt0085549,"September 14, 1983"
tt13403046,"March 4, 2022"
tt1661199,"March 25, 2015"
tt8310486,No date found
tt1649418,"July 16, 2022"
tt27403986,No date found
tt0441773,"May 15, 2008"
tt0056193,"November 5, 1962"
tt3890160,"July 19, 2017"
tt14914430,"May 3, 2024"
tt0217505,"January 8, 2003"
tt5302918,"November 3, 2023"
tt2798920,"March 12, 2018"
tt6689014,"September 4, 2023"
tt28566478,"February 9, 2024"
tt0407887,"November 29, 2006"
tt1211837,"October 26, 2016"
tt1228705,"April 28, 2010"
tt1490017,"February 19, 2014"
tt0080491,"July 2, 1980"
tt2304933,"January 27, 2016"
tt0107822,"May 15, 1993"
tt5834426,"February 9, 2022"
tt3385516,"May 18, 2016"
tt7395114,"September 16, 2020"
tt0286716,"July 2, 2003"
tt4062536,"May 17, 2015"
tt0289879,"March 10, 2004"
tt0120623,"February 10, 1999"
tt0325710,"January 14, 2004"
tt0159097,"May 19, 1999"
tt10160976,"September 13, 2023"
tt1655389,"September 9, 2022"
tt1065073,"July 23, 2014"
tt0478304,"May 16, 2011"
tt0060196,"March 8, 1968"
tt0213149,"June 6, 2001"
tt1411697,"May 25, 2011"
tt0101587,"September 4, 1991"
tt0167190,"August 11, 2004"
tt4154796,"April 24, 2019"
tt17527468,No date found
tt1489887,"May 24, 2019"
tt19864828,"May 29, 2024"
tt0120524,"June 10, 1998"
tt0203009,"May 9, 2001"
tt0087800,"March 6, 1985"
tt0073486,"March 1, 1976"
tt0109831,"April 27, 1994"
tt31176520,No date found
tt14513804,No date found
tt1289401,"August 10, 2016"
tt15428134,"December 21, 2023"
tt7286456,"October 4, 2019"
tt3183660,"November 16, 2016"
tt7846844,"September 23, 2020"
tt0077416,"March 7, 1979"
tt0101862,"June 17, 1992"
tt5867314,"April 23, 2021"
tt0416236,"April 16, 2008"
tt0094006,"August 5, 1987"
tt0322330,"December 24, 2003"
tt0105695,"September 6, 1992"
tt0396171,"October 4, 2006"
tt3580748,No date found
tt0081398,"March 11, 1981"
tt7549892,"December 6, 2018"
tt0373889,"July 4, 2007"
tt1049413,"May 13, 2009"
tt1305806,"April 8, 2010"
tt0113540,May 1995
tt0117060,September 1996
tt0088015,No date found
tt7598076,"April 3, 2019"
tt0117705,"February 5, 1997"
tt28172032,No date found
tt2481498,"May 3, 2019"
tt3065204,"June 29, 2016"
tt13622970,"December 10, 2024"
tt1232200,"March 29, 2016"
tt0948470,"July 4, 2012"
tt1981677,"May 8, 2013"
tt1899353,"March 10, 2012"
tt2562232,"February 25, 2015"
tt1334260,"February 8, 2011"
tt0482606,"February 18, 2009"
tt0066993,"October 29, 1971"
tt0088847,"September 11, 1985"
tt0910936,"December 3, 2008"
tt13069986,"October 22, 2021"
tt27145269,No date found
tt0078346,"January 26, 1979"
tt27487473,"March 29, 2024"
tt9185206,"April 28, 2023"
tt1187043,"December 24, 2009"
tt2531344,"August 1, 2018"
tt6528290,"May 24, 2023"
tt0093507,"December 9, 1987"
tt0116583,"November 27, 1996"
tt0093779,"March 9, 1988"
tt14257582,No date found
tt0457510,"November 1, 2006"
tt1200263,"January 24, 2024"
tt1677720,"March 28, 2018"
tt0090305,"February 5, 1986"
tt8772262,"July 31, 2019"
tt0320691,"September 24, 2003"
tt2582802,"May 20, 2014"
tt0367594,"July 13, 2005"
tt0758758,"January 9, 2008"
tt1017460,"January 30, 2010"
tt1564367,"March 23, 2011"
tt0367882,"May 18, 2008"
tt0490215,"February 8, 2017"
tt6673612,"February 5, 2020"
tt0120783,"March 31, 1999"
tt0057115,"August 23, 1963"
tt4123432,"April 13, 2022"
tt21276958,No date found
tt0094226,September 1987
tt0113720,"January 29, 2020"
tt0098621,"March 7, 1990"
tt0364569,"May 15, 2004"
tt1631867,"May 28, 2014"
tt0074102,"May 15, 1976"
tt0091203,January 1986
tt0081070,"May 17, 1980"
tt0045920,"December 16, 1953"
tt3581652,"December 8, 2021"
tt1060277,"January 23, 2008"
tt4178092,"November 6, 2015"
tt2271565,No date found
tt0103074,"May 20, 1991"
tt0100157,"February 13, 1991"
tt1499658,"August 17, 2011"
tt2404435,"September 28, 2016"
tt2101441,"February 18, 2013"
tt1937390,"January 1, 2014"
tt8115900,"April 6, 2022"
tt0361862,July 2004
tt16419074,"May 12, 2023"
tt10640346,"January 14, 2023"
tt0230011,"November 28, 2001"
tt13603966,"August 11, 2023"
tt14998742,"December 22, 2023"
tt0800320,"April 7, 2010"
tt0079470,"April 8, 1980"
tt0290673,"May 22, 2002"
tt0796366,"May 6, 2009"
tt10172266,"August 11, 2023"
tt20221690,"April 12, 2024"
tt1205489,"February 25, 2009"
tt0314331,"December 3, 2003"
tt13274016,"September 29, 2023"
tt0078480,"December 20, 1978"
tt0053125,"October 21, 1959"
tt0464154,"September 1, 2010"
tt1045658,"January 30, 2013"
tt4034228,"October 13, 2016"
tt11304740,"November 29, 2023"
tt0910970,"July 17, 2008"
tt1981128,"November 1, 2017"
tt1825683,"February 14, 2018"
tt0119822,"February 18, 1998"
tt0118715,"April 22, 1998"
tt0780536,"June 25, 2008"
tt1087461,"November 2, 2012"
tt0099785,"December 19, 1990"
tt0376994,"May 22, 2006"
tt5795232,No date found
tt1389072,"January 10, 2018"
tt0064116,"August 27, 1969"
tt0117951,"May 13, 1996"
tt0250468,"June 5, 2002"
tt0133240,"November 5, 2002"
tt1951266,"November 9, 2015"
tt0251736,"May 15, 2003"
tt10720352,No date found
tt1467304,"October 30, 2009"
tt1392214,"October 9, 2013"
tt3659388,"October 21, 2015"
tt8110232,"November 3, 2021"
tt1284575,"July 27, 2011"
tt2503944,"November 4, 2015"
tt1193138,"January 27, 2010"
tt17505010,"May 19, 2024"
tt1340800,"February 8, 2012"
tt0085244,"March 7, 1984"
tt0044081,"March 28, 1952"
tt16366836,No date found
tt5758778,"July 11, 2018"
tt0434409,"April 19, 2006"
tt9214772,"April 17, 2024"
tt1409024,"May 23, 2012"
tt0086879,"October 31, 1984"
tt0071569,"June 25, 1975"
tt0493464,"July 16, 2008"
tt0082340,"June 24, 1981"
tt1727770,"August 12, 2015"
tt5027774,"October 21, 2017"
tt0013442,"October 27, 1922"
tt0295297,"December 4, 2002"
tt3062096,"November 9, 2016"
tt0120363,"February 2, 2000"
tt0091635,"April 16, 1986"
tt0427327,"August 22, 2007"
tt0105323,"March 24, 1993"
tt10838180,"December 22, 2021"
tt1132620,"May 13, 2009"
tt7401588,"February 27, 2019"
tt1972591,"May 17, 2017"
tt2866360,"March 18, 2017"
tt0462322,"August 14, 2007"
tt0108255,"June 23, 1993"
tt4686844,"April 4, 2018"
tt10366460,"August 13, 2021"
tt12818328,No date found
tt0120866,"February 14, 2001"
tt11235772,"September 10, 2021"
tt10545296,"November 15, 2023"
tt1587310,"May 28, 2014"
tt0093409,"August 5, 1987"
tt16431870,"December 15, 2023"
tt1679335,"October 19, 2016"
tt1524930,"August 19, 2015"
tt14509110,"September 22, 2023"
tt0837563,"April 10, 2019"
tt0241527,"December 5, 2001"
tt0172156,"October 15, 2003"
tt0174931,"December 25, 2000"
tt5648882,"October 13, 2023"
tt5033998,"December 25, 2019"
tt0056241,"October 10, 1962"
tt0171804,"December 8, 1999"
tt5052448,"April 1, 2017"
tt1022603,"September 6, 2009"
tt0337563,"August 4, 2004"
tt6604188,No date found
tt1628841,"July 20, 2016"
tt0105236,"May 13, 1992"
tt1791528,"March 4, 2015"
tt8332922,"June 16, 2021"
tt10098448,No date found
tt0377092,"January 26, 2005"
tt1606389,"May 16, 2012"
tt12121582,"May 18, 2022"
tt8368406,"May 18, 2019"
tt1464335,"February 16, 2022"
tt0268978,"February 13, 2002"
tt1041829,"September 12, 2009"
tt1033575,"January 25, 2012"
tt16304446,"October 13, 2023"
tt9664108,"May 26, 2021"
tt2378507,"September 9, 2017"
tt5884052,"May 3, 2019"
tt1646987,"March 28, 2012"
tt3480822,"July 7, 2021"
tt15255876,"September 9, 2022"
tt13345606,"April 19, 2023"
tt0451279,"June 7, 2017"
tt5755238,"November 21, 2023"
tt23709962,No date found
tt20114686,No date found
tt0079912,No date found
tt1632708,"September 7, 2011"
tt0081283,"March 11, 1981"
tt0104014,"December 31, 2014"
tt1856080,"March 28, 2024"
tt7740496,"January 19, 2022"
tt0109444,"October 19, 1994"
tt10016180,"April 7, 2021"
tt10671440,No date found
tt23137904,No date found
tt3079380,"June 15, 2015"
tt0266543,"September 13, 2003"
tt0088000,No date found
tt1408101,"June 12, 2013"
tt1723811,"December 7, 2011"
tt31713069,No date found
tt0256415,"December 11, 2002"
tt0072890,"January 30, 1976"
tt5198890,No date found
tt10353588,No date found
tt1856101,"October 4, 2017"
tt1895587,"January 27, 2016"
tt1504320,"February 2, 2011"
tt3359350,"March 21, 2024"
tt9484998,"February 12, 2021"
tt12444168,No date found
tt1242432,"September 13, 2011"
tt3606752,"August 2, 2017"
tt8503618,"July 3, 2020"
tt15339570,No date found
tt0106308,January 1993
tt1291584,"September 14, 2011"
tt2321549,"April 19, 2014"
tt27459160,"February 9, 2024"
tt0756683,"July 5, 2011"
tt0949731,"June 11, 2008"
tt5177088,"November 14, 2018"
tt0095647,"March 29, 1989"
tt1596363,"December 23, 2015"
tt0399201,"August 17, 2005"
tt2527338,"December 18, 2019"
tt16253418,"February 27, 2024"
tt15326988,"April 21, 2023"
tt6679794,"November 9, 2018"
tt0936501,"February 16, 2008"
tt2126355,"May 27, 2015"
tt16280912,No date found
tt0087277,"May 9, 1984"
tt4555426,"December 2, 2017"
tt31036941,No date found
tt0449467,"May 23, 2006"
tt9663764,"December 20, 2023"
tt12758060,"March 31, 2023"
tt1318514,"August 10, 2011"
tt0840361,"September 15, 2010"
tt0090685,"March 4, 1987"
tt0175880,"March 1, 2000"
tt0159365,"February 18, 2004"
tt0106856,"May 22, 1993"
tt0381707,"October 20, 2004"
tt0100403,"April 30, 1991"
tt12361974,"March 18, 2021"
tt0160127,"November 22, 2000"
tt0089393,"July 24, 1985"
tt0443272,"January 30, 2013"
tt4281724,"January 4, 2023"
tt0093565,"April 6, 1988"
tt10548174,No date found
tt0118571,"September 6, 1997"
tt0263488,"July 3, 2002"
tt21688772,"March 10, 2024"
tt0093629,June 1987
tt1462759,No date found
tt14138650,"January 6, 2023"
tt0072271,"May 17, 1975"
tt0461770,"November 28, 2007"
tt0100758,"December 12, 1990"
tt0369339,"August 30, 2004"
tt0082198,"April 7, 1982"
tt0120780,"September 10, 1998"
tt1392170,"March 21, 2012"
tt0120667,"July 20, 2005"
tt3748528,"December 14, 2016"
tt0114746,"February 28, 1996"
tt3427252,"May 31, 2023"
tt20597364,No date found
tt6738136,"December 9, 2017"
tt0087928,"September 5, 1984"
tt2016303,No date found
tt0120601,"December 8, 1999"
tt2713180,"October 22, 2014"
tt6565702,"June 5, 2019"
tt1273235,"September 10, 2010"
tt0105417,"November 25, 1992"
tt0353969,"May 16, 2003"
tt13655120,"September 2, 2023"
tt0398286,"December 1, 2010"
tt12276028,No date found
tt0993840,"May 21, 2021"
tt0426883,"March 28, 2007"
tt12747748,"December 8, 2023"
tt0095016,"September 21, 1988"
tt5109280,"June 4, 2021"
tt0096895,"September 1, 1989"
tt6450804,"October 23, 2019"
tt0117509,"April 9, 1997"
tt0455944,"October 1, 2014"
tt0076740,"November 15, 1978"
tt1024648,"November 7, 2012"
tt0110357,"October 3, 1994"
tt0259711,"January 23, 2002"
tt0217869,"December 27, 2000"
tt1213641,"October 17, 2018"
tt0448134,"April 11, 2007"
tt0389860,"October 4, 2006"
tt3554046,"July 21, 2021"
tt0096463,"March 8, 1989"
tt0116629,"October 2, 1996"
tt0093894,"March 16, 1988"
tt2234155,"June 26, 2013"
tt0162661,"February 9, 2000"
tt7657566,"February 9, 2022"
tt1488589,"October 22, 2022"
tt0082933,"May 25, 1981"
tt17009348,"September 27, 2023"
tt0389722,"January 9, 2008"
tt14153080,No date found
tt1212428,"March 15, 2017"
tt7975244,"December 4, 2019"
tt0437086,"February 8, 2019"
tt2980592,"November 18, 2015"
tt1365519,"March 14, 2018"
tt0114214,"May 28, 1995"
tt0117500,"July 31, 1996"
tt0454848,"April 8, 2006"
tt28490044,"January 8, 2024"
tt18077924,No date found
tt0101757,"July 22, 1992"
tt0095765,"May 21, 1989"
tt0111503,"October 12, 1994"
tt23561236,"February 26, 2024"
tt7040874,"September 18, 2018"
tt6513120,"August 7, 2019"
tt7740510,"October 15, 2021"
tt16987390,No date found
tt26745657,No date found
tt1375670,"September 8, 2010"
tt5971474,"May 24, 2023"
tt4846232,"May 25, 2017"
tt0870154,"July 28, 2021"
tt0190138,"May 10, 2000"
tt11152168,No date found
tt0090196,No date found
tt1448754,"November 29, 2023"
tt8338762,"September 10, 2020"
tt21867434,No date found
tt22773644,No date found
tt8228288,"March 20, 2020"
tt0375679,"September 5, 2005"
tt3014866,"May 4, 2016"
tt4126476,"April 17, 2019"
tt0114694,No date found
tt0059742,"February 17, 1966"
tt0093693,"July 26, 1989"
tt5246700,"July 13, 2018"
tt1655441,"May 22, 2015"
tt0098067,"November 15, 1989"
tt11315808,"October 2, 2024"
tt3766354,"August 15, 2018"
tt0032138,"June 26, 1946"
tt5108870,"March 30, 2022"
tt0914863,"October 19, 2010"
tt0074285,January 1977
tt0317248,"May 18, 2002"
tt0074751,"September 8, 1976"
tt23621682,No date found
tt3402236,"December 13, 2017"
tt8244784,"June 22, 2020"
tt5439796,"October 25, 2017"
tt11138512,"May 11, 2022"
tt6146586,"May 22, 2019"
tt0210945,"April 18, 2001"
tt0120201,"January 21, 1998"
tt4172430,"March 24, 2016"
tt0360486,"February 7, 2005"
tt2180411,"January 28, 2015"
tt0099938,"February 13, 1991"
tt1469304,"June 21, 2017"
tt0758752,"December 2, 2010"
tt2527336,"December 13, 2017"
tt27419466,No date found
tt2382320,"October 6, 2021"
tt2049403,No date found
tt30180830,No date found
tt0405159,"March 23, 2005"
tt0454945,"September 27, 2006"
tt14824600,No date found
tt2381249,"August 12, 2015"
tt1748122,"May 16, 2012"
tt27489557,"May 29, 2024"
tt0106701,"August 18, 1993"
tt16300962,"September 29, 2023"
tt1201607,"July 13, 2011"
tt0092965,"March 16, 1988"
tt0118928,"April 2, 1997"
tt5113010,"March 29, 2024"
tt0332280,"September 5, 2004"
tt0960144,"August 27, 2008"
tt0094889,"February 8, 1989"
tt1179933,"March 16, 2016"
tt14077516,"March 22, 2024"
tt1462764,"May 18, 2023"
tt2494362,"May 11, 2016"
tt0078111,"May 24, 1978"
tt23060796,No date found
tt0478311,September 2007
tt0112573,"October 4, 1995"
tt27196021,No date found
tt0089881,"September 18, 1985"
tt0386588,"March 16, 2005"
tt31122323,No date found
tt2015349,No date found
tt15507128,"January 31, 2024"
tt7979580,"April 30, 2021"
tt1535109,"November 20, 2013"
tt0059245,"October 28, 1965"
tt6166392,"December 13, 2023"
tt0128853,"January 20, 1999"
tt0071562,"August 27, 1975"
tt0926084,"November 24, 2010"
tt0478970,"July 9, 2015"
tt0340855,"April 14, 2004"
tt30395619,"February 24, 2024"
tt0118880,"August 20, 1997"
tt0067328,"April 14, 1972"
tt0082971,"September 16, 1981"
tt0086984,"February 20, 1985"
tt0073629,"April 14, 1976"
tt0243155,"October 9, 2001"
tt7737786,"August 5, 2020"
tt0117913,"November 13, 1996"
tt1266029,"October 7, 2010"
tt0071360,"May 22, 1974"
tt5774060,"January 8, 2020"
tt0091605,"December 17, 1986"
tt0106977,"September 1, 1993"
tt11456054,"August 3, 2021"
tt0102057,"April 1, 1992"
tt6751668,"May 21, 2019"
tt16375956,No date found
tt0181689,"September 24, 2002"
tt0190590,"May 13, 2000"
tt22898462,No date found
tt0113627,"March 20, 1996"
tt0120611,"November 18, 1998"
tt0180093,"May 14, 2000"
tt2239822,"July 26, 2017"
tt0092005,"February 25, 1987"
tt0066999,"February 16, 1972"
tt15978956,No date found
tt12042730,No date found
tt0213847,"June 27, 2001"
tt13456318,"July 15, 2022"
tt11703710,"April 27, 2022"
tt5363618,"September 5, 2020"
tt6823368,"January 7, 2019"
tt20879602,"April 21, 2023"
tt0304141,"June 2, 2004"
tt0298203,"February 26, 2003"
tt1800241,"February 5, 2014"
tt15428940,No date found
tt2582496,"November 18, 2015"
tt1440129,"April 11, 2012"
tt0119177,"April 29, 1998"
tt0113247,"May 27, 1995"
tt15789472,"September 29, 2023"
tt14849194,"October 15, 2023"
tt0089880,"October 16, 1985"
tt14225838,"January 3, 2024"
tt0091763,"March 25, 1987"
tt28814949,"October 13, 2023"
tt0087843,"May 20, 1984"
tt0113277,"February 21, 1996"
tt0054331,"September 15, 1961"
tt1333125,"June 19, 2013"
tt0430922,"February 4, 2009"
tt5090568,"June 7, 2023"
tt17663992,"March 8, 2023"
